operator_id,vehicle_id,vehicle_type,status,locked,start_time,end_time,start_pos,end_pos,driven_distance,start_soc,end_soc,charging_power,charging_unit,toll,rq_on_board,occupancy,rq_boarding,rq_alighting,route,trajectory
0,5,taxi,route,False,22376,22584,39715;-1;-1,26414;-1;-1,1441.2899999999997,0.8055117553387914,0.8055117553387914,0.0,,0,,0,,,39715;41240;41241;41242;41243;15552;15553;15550;15551;15548;27723;27724;27725;27726;27727;27728;27729;25738;25739;25740;25741;25742;25743;25744;25745;25746;25747;25748;25749;25540;25541;25542;25543;5800;5801;16240;16241;26116;26117;26118;26119;26120;26121;26122;26123;27256;27257;27260;27261;26406;26407;26410;26411;26412;26413;26414,39715:22376;41240:22377;41241:22388;41242:22388;41243:22388;15552:22388;15553:22392;15550:22392;15551:22392;15548:22392;27723:22447;27724:22447;27725:22448;27726:22448;27727:22454;27728:22454;27729:22458;25738:22458;25739:22472;25740:22472;25741:22474;25742:22474;25743:22480;25744:22480;25745:22486;25746:22486;25747:22491;25748:22491;25749:22493;25540:22493;25541:22495;25542:22495;25543:22501;5800:22501;5801:22534;16240:22534;16241:22537;26116:22537;26117:22543;26118:22543;26119:22549;26120:22549;26121:22553;26122:22553;26123:22556;27256:22556;27257:22565;27260:22565;27261:22573;26406:22573;26407:22580;26410:22580;26411:22584;26412:22584;26413:22584;26414:22584
0,5,taxi,boarding,True,22584,22614,26414;-1;-1,26414;-1;-1,0.0,0.8055117553387914,0.8055117553387914,0,,0,211,1,211,,,
0,5,taxi,route,False,22614,22658,26414;-1;-1,32797;-1;-1,400.26,0.8055117553387914,0.8055117553387914,0.0,,0,211,1,,,26414;26415;26416;26417;26418;26419;26420;26421;26422;26423;11608;11609;11606;11607;32796;32797,26414:22614;26415:22620;26416:22620;26417:22622;26418:22622;26419:22623;26420:22623;26421:22626;26422:22626;26423:22634;11608:22634;11609:22639;11606:22639;11607:22649;32796:22649;32797:22658
0,5,taxi,boarding,True,22658,22688,32797;-1;-1,32797;-1;-1,0.0,0.8055117553387914,0.8055117553387914,0,,0,211,1,,211,,
0,4,taxi,route,False,21903,23149,23086;-1;-1,36861;-1;-1,9123.869999999997,0.7115532300622305,0.7115532300622305,0.0,,0,210,1,,,23086;23087;23088;23089;23090;23091;23092;23093;23094;23095;23096;23097;25358;25359;35868;35869;23068;23069;23072;23073;35556;35557;23060;23061;14932;14933;12010;12011;12008;12009;12006;12007;11302;11303;17934;17935;17932;17933;594;595;20364;20365;40186;40187;40180;40181;39622;39623;1698;1699;6460;6461;2328;2329;4416;4417;2330;2331;11692;11693;11690;11691;11688;17087;17090;17091;17088;17089;21466;21467;21468;21469;25530;25531;24446;24447;24448;24449;24450;24451;24452;24453;24454;24455;24456;24457;24458;24459;25468;25469;25470;25471;25472;25473;25474;25475;25476;25477;26058;26059;35658;35659;35660;35661;36982;36983;39392;39393;39394;39395;39396;39397;39398;39399;39400;39401;39402;39403;39404;39405;31922;31923;31924;31925;31926;31927;28716;28717;39320;39321;17224;17225;5634;5635;5632;5633;5630;5631;5628;5629;5626;5627;1708;1709;1710;1711;35566;35567;7260;7261;9960;9961;9958;9959;11530;11531;32766;32767;30900;30901;33410;33411;30892;30893;30890;30891;33114;33115;33116;33117;32850;32851;32852;32853;30846;30847;30848;30849;26008;26009;25988;25989;25990;25991;26000;26001;26002;26003;26004;26005;26006;26007;25992;25993;25994;25995;25996;25997;25998;25999;25670;25671;25672;25673;25674;25675;33054;33055;33056;33057;30844;30845;32668;32669;35498;35499;30842;30843;34032;34033;33936;33937;33940;33941;33934;33935;31666;31667;34022;34023;32966;32967;32968;32969;22366;22367;15528;15529;27662;27663;27664;27665;19910;19911;30292;30293;16590;16591;14426;14427;2192;2193;2190;2191;2188;2189;2186;2187;27800;27801;27802;27803;27816;27817;27818;27819;27820;27821;27804;27805;27806;27807;15190;15191;15150;15151;36860;36861,23086:21903;23087:21927;23088:21927;23089:21935;23090:21935;23091:21945;23092:21945;23093:21952;23094:21952;23095:21954;23096:21954;23097:21968;25358:21968;25359:21968;35868:21968;35869:21972;23068:21972;23069:21972;23072:21972;23073:21972;35556:21972;35557:21977;23060:21977;23061:21977;14932:21977;14933:21982;12010:21982;12011:21986;12008:21986;12009:21990;12006:21990;12007:21992;11302:21992;11303:21994;17934:21994;17935:21995;17932:21995;17933:21999;594:21999;595:22007;20364:22007;20365:22011;40186:22011;40187:22011;40180:22011;40181:22011;39622:22011;39623:22012;1698:22012;1699:22014;6460:22014;6461:22026;2328:22026;2329:22026;4416:22026;4417:22048;2330:22048;2331:22054;11692:22054;11693:22073;11690:22073;11691:22083;11688:22083;17087:22145;17090:22145;17091:22152;17088:22152;17089:22225;21466:22225;21467:22230;21468:22230;21469:22269;25530:22269;25531:22272;24446:22272;24447:22278;24448:22278;24449:22280;24450:22280;24451:22292;24452:22292;24453:22295;24454:22295;24455:22303;24456:22303;24457:22318;24458:22318;24459:22338;25468:22338;25469:22343;25470:22343;25471:22350;25472:22350;25473:22352;25474:22352;25475:22361;25476:22361;25477:22368;26058:22368;26059:22462;35658:22462;35659:22480;35660:22480;35661:22483;36982:22483;36983:22489;39392:22489;39393:22489;39394:22489;39395:22492;39396:22492;39397:22496;39398:22496;39399:22500;39400:22500;39401:22506;39402:22506;39403:22519;39404:22519;39405:22564;31922:22564;31923:22565;31924:22565;31925:22574;31926:22574;31927:22574;28716:22574;28717:22578;39320:22578;39321:22580;17224:22580;17225:22581;5634:22581;5635:22585;5632:22585;5633:22595;5630:22595;5631:22616;5628:22616;5629:22622;5626:22622;5627:22626;1708:22626;1709:22629;1710:22629;1711:22633;35566:22633;35567:22672;7260:22672;7261:22674;9960:22674;9961:22677;9958:22677;9959:22686;11530:22686;11531:22689;32766:22689;32767:22690;30900:22690;30901:22698;33410:22698;33411:22706;30892:22706;30893:22706;30890:22706;30891:22710;33114:22710;33115:22759;33116:22759;33117:22764;32850:22764;32851:22771;32852:22771;32853:22776;30846:22776;30847:22779;30848:22779;30849:22788;26008:22788;26009:22791;25988:22791;25989:22792;25990:22792;25991:22796;26000:22796;26001:22799;26002:22799;26003:22801;26004:22801;26005:22809;26006:22809;26007:22836;25992:22836;25993:22857;25994:22857;25995:22865;25996:22865;25997:22876;25998:22876;25999:22878;25670:22878;25671:22881;25672:22881;25673:22884;25674:22884;25675:22888;33054:22888;33055:22892;33056:22892;33057:22897;30844:22897;30845:22908;32668:22908;32669:22908;35498:22908;35499:22908;30842:22908;30843:22935;34032:22935;34033:22939;33936:22939;33937:22943;33940:22943;33941:22947;33934:22947;33935:22953;31666:22953;31667:22956;34022:22956;34023:22959;32966:22959;32967:22960;32968:22960;32969:22984;22366:22984;22367:22994;15528:22994;15529:23007;27662:23007;27663:23012;27664:23012;27665:23028;19910:23028;19911:23036;30292:23036;30293:23041;16590:23041;16591:23060;14426:23060;14427:23070;2192:23070;2193:23077;2190:23077;2191:23077;2188:23077;2189:23090;2186:23090;2187:23099;27800:23099;27801:23102;27802:23102;27803:23107;27816:23107;27817:23111;27818:23111;27819:23118;27820:23118;27821:23122;27804:23122;27805:23124;27806:23124;27807:23130;15190:23130;15191:23139;15150:23139;15151:23145;36860:23145;36861:23149
0,4,taxi,boarding,True,23149,23179,36861;-1;-1,36861;-1;-1,0.0,0.7115532300622305,0.7115532300622305,0,,0,210,1,,210,,
0,7,taxi,route,False,23163,23273,9558;-1;-1,15032;-1;-1,486.03999999999996,0.7756573845414456,0.7756573845414456,0.0,,0,,0,,,9558;9559;30430;30431;30432;30433;30434;30435;14182;14183;19628;19629;19626;19627;14356;14357;14354;14355;4932;4933;4930;4931;154;155;152;153;14048;14049;14046;14047;14044;14045;25360;25361;25362;25363;15032,9558:23163;9559:23172;30430:23172;30431:23184;30432:23184;30433:23195;30434:23195;30435:23205;14182:23205;14183:23210;19628:23210;19629:23212;19626:23212;19627:23214;14356:23214;14357:23219;14354:23219;14355:23225;4932:23225;4933:23226;4930:23226;4931:23232;154:23232;155:23237;152:23237;153:23237;14048:23237;14049:23247;14046:23247;14047:23247;14044:23247;14045:23255;25360:23255;25361:23267;25362:23267;25363:23273;15032:23273
0,7,taxi,boarding,True,23273,23303,15032;-1;-1,15032;-1;-1,0.0,0.7756573845414456,0.7756573845414456,0,,0,213,1,213,,,
0,8,taxi,route,False,23263,23390,30440;-1;-1,5670;-1;-1,700.4000000000001,0.6614794569265892,0.6614794569265892,0.0,,0,,0,,,30440;30441;9680;9681;9678;9679;9676;9677;9674;9675;9672;9673;9670;9671;9668;9669;25814;25815;25816;25817;25818;25819;30356;30357;26236;26237;5670,30440:23263;30441:23284;9680:23284;9681:23291;9678:23291;9679:23297;9676:23297;9677:23306;9674:23306;9675:23311;9672:23311;9673:23321;9670:23321;9671:23331;9668:23331;9669:23340;25814:23340;25815:23348;25816:23348;25817:23356;25818:23356;25819:23359;30356:23359;30357:23384;26236:23384;26237:23390;5670:23390
0,8,taxi,boarding,True,23390,23420,5670;-1;-1,5670;-1;-1,0.0,0.6614794569265892,0.6614794569265892,0,,0,214,1,214,,,
0,6,taxi,route,False,23128,23448,7689;-1;-1,19906;-1;-1,6035.049999999999,0.5877258780737462,0.5877258780737462,0.0,,0,,0,,,7689;28358;28359;28360;28361;19484;19485;19482;19483;19480;19481;19478;19479;19476;19477;19474;19473;19470;19471;19464;19465;33790;33791;33792;33793;33794;33795;33796;33797;33798;33799;33800;33801;33802;33803;25688;25689;25690;25691;25692;25693;25684;25685;25686;25687;19912;19913;25704;25705;25706;25707;25708;25709;25710;25711;25678;25679;39110;39111;32668;32669;28146;28147;17248;17249;4510;4511;4508;4509;24922;24923;30814;30815;30812;30813;31040;31041;31044;31045;31050;31051;31038;31039;19906,7689:23128;28358:23129;28359:23133;28360:23133;28361:23139;19484:23139;19485:23143;19482:23143;19483:23145;19480:23145;19481:23148;19478:23148;19479:23151;19476:23151;19477:23152;19474:23152;19473:23165;19470:23165;19471:23169;19464:23169;19465:23178;33790:23178;33791:23183;33792:23183;33793:23187;33794:23187;33795:23189;33796:23189;33797:23194;33798:23194;33799:23197;33800:23197;33801:23197;33802:23197;33803:23201;25688:23201;25689:23204;25690:23204;25691:23209;25692:23209;25693:23212;25684:23212;25685:23215;25686:23215;25687:23221;19912:23221;19913:23225;25704:23225;25705:23231;25706:23231;25707:23237;25708:23237;25709:23239;25710:23239;25711:23244;25678:23244;25679:23250;39110:23250;39111:23315;32668:23315;32669:23319;28146:23319;28147:23326;17248:23326;17249:23329;4510:23329;4511:23332;4508:23332;4509:23334;24922:23334;24923:23351;30814:23351;30815:23360;30812:23360;30813:23387;31040:23387;31041:23389;31044:23389;31045:23395;31050:23395;31051:23399;31038:23399;31039:23448;19906:23448
0,6,taxi,boarding,True,23448,23478,19906;-1;-1,19906;-1;-1,0.0,0.5877258780737462,0.5877258780737462,0,,0,212,1,212,,,
0,0,taxi,route,False,23326,23481,20264;-1;-1,22546;-1;-1,1355.6,0.6960587590970753,0.6960587590970753,0.0,,0,,0,,,20264;20265;13586;13587;13584;13585;13582;13583;13580;13581;13578;13579;13576;13577;12214;12215;12212;12213;12210;12211;12218;12219;12216;12217;598;599;596;597;20374;20375;20376;20377;39624;39625;40184;40185;37114;37115;40188;40189;20362;20363;40194;40195;40196;40197;32446;32447;33276;33277;33278;33279;33280;33281;36626;36627;32848;32849;40200;40201;35554;35555;35862;35863;37112;37113;35868;35869;23068;23069;16990;16991;12182;12183;16352;16353;16992;16993;2858;2859;23064;23065;23066;23067;30312;30313;40128;40129;40130;40131;40208;40209;22542;22543;22544;22545;22546,20264:23326;20265:23330;13586:23330;13587:23336;13584:23336;13585:23343;13582:23343;13583:23349;13580:23349;13581:23355;13578:23355;13579:23363;13576:23363;13577:23370;12214:23370;12215:23373;12212:23373;12213:23378;12210:23378;12211:23383;12218:23383;12219:23386;12216:23386;12217:23387;598:23387;599:23391;596:23391;597:23392;20374:23392;20375:23395;20376:23395;20377:23406;39624:23406;39625:23406;40184:23406;40185:23406;37114:23406;37115:23408;40188:23408;40189:23410;20362:23410;20363:23419;40194:23419;40195:23422;40196:23422;40197:23424;32446:23424;32447:23425;33276:23425;33277:23428;33278:23428;33279:23433;33280:23433;33281:23437;36626:23437;36627:23440;32848:23440;32849:23442;40200:23442;40201:23446;35554:23446;35555:23446;35862:23446;35863:23446;37112:23446;37113:23448;35868:23448;35869:23452;23068:23452;23069:23452;16990:23452;16991:23457;12182:23457;12183:23457;16352:23457;16353:23461;16992:23461;16993:23461;2858:23461;2859:23461;23064:23461;23065:23464;23066:23464;23067:23464;30312:23464;30313:23468;40128:23468;40129:23468;40130:23468;40131:23469;40208:23469;40209:23471;22542:23471;22543:23478;22544:23478;22545:23481;22546:23481
0,0,taxi,boarding,True,23481,23511,22546;-1;-1,22546;-1;-1,0.0,0.6960587590970753,0.6960587590970753,0,,0,215,1,215,,,
0,14,taxi,route,False,23409,23518,15244;-1;-1,16364;-1;-1,821.37,0.6141316154394778,0.6141316154394778,0.0,,0,,0,,,15244;15245;30666;30667;23146;23147;29070;29071;29082;29083;26312;26313;35400;35401;32810;32811;32812;32813;32824;32825;32826;32827;29770;29771;38296;38297;38294;38295;16364,15244:23409;15245:23418;30666:23418;30667:23425;23146:23425;23147:23448;29070:23448;29071:23450;29082:23450;29083:23451;26312:23451;26313:23463;35400:23463;35401:23473;32810:23473;32811:23477;32812:23477;32813:23482;32824:23482;32825:23488;32826:23488;32827:23493;29770:23493;29771:23506;38296:23506;38297:23511;38294:23511;38295:23518;16364:23518
0,14,taxi,boarding,True,23518,23548,16364;-1;-1,16364;-1;-1,0.0,0.6141316154394778,0.6141316154394778,0,,0,216,1,216,,,
0,5,taxi,route,False,23444,23627,32797;-1;-1,42050;-1;-1,2360.4,0.8055117553387914,0.8055117553387914,0.0,,0,,0,,,32797;11606;11607;11396;11397;11394;11395;1944;1945;1942;1943;15632;15633;15630;15631;15628;15629;15626;15627;6174;6175;27316;27317;27320;27321;27322;27323;37992;37993;37994;37995;37996;37997;38520;38521;15788;15789;15790;15791;10624;10625;42060;42061;42062;42063;42050,32797:23444;11606:23445;11607:23459;11396:23459;11397:23462;11394:23462;11395:23470;1944:23470;1945:23481;1942:23481;1943:23489;15632:23489;15633:23493;15630:23493;15631:23504;15628:23504;15629:23508;15626:23508;15627:23512;6174:23512;6175:23514;27316:23514;27317:23517;27320:23517;27321:23517;27322:23517;27323:23534;37992:23534;37993:23552;37994:23552;37995:23570;37996:23570;37997:23576;38520:23576;38521:23584;15788:23584;15789:23590;15790:23590;15791:23596;10624:23596;10625:23605;42060:23605;42061:23608;42062:23608;42063:23627;42050:23627
0,5,taxi,boarding,True,23627,23657,42050;-1;-1,42050;-1;-1,0.0,0.8055117553387914,0.8055117553387914,0,,0,217,1,217,,,
0,8,taxi,route,False,23420,23761,5670;-1;-1,21175;-1;-1,1189.4599999999998,0.6614794569265892,0.6614794569265892,0.0,,0,214,1,,,5670;5671;30358;30359;30360;30361;30362;30363;30364;30503;30504;30505;5262;5263;5260;5261;5258;5259;5256;5257;5254;5255;5252;5253;5250;5251;9518;9519;9516;9517;9514;9515;9512;9513;35812;35813;34566;34567;34568;34569;34570;34571;24268;24269;24270;24271;24272;24273;24274;24275;41008;41009;41010;41011;23908;23909;40392;40393;40612;40613;40614;40615;14454;14455;33996;33997;33188;33189;33190;33191;33192;33193;33194;33195;33196;33197;21144;21145;21145;21172;21173;21173;21174;21175,5670:23420;5671:23428;30358:23428;30359:23432;30360:23432;30361:23435;30362:23435;30363:23439;30364:23439;30503:23454;30504:23454;30505:23466;5262:23466;5263:23488;5260:23488;5261:23488;5258:23488;5259:23492;5256:23492;5257:23493;5254:23493;5255:23498;5252:23498;5253:23503;5250:23503;5251:23506;9518:23506;9519:23512;9516:23512;9517:23520;9514:23520;9515:23528;9512:23528;9513:23528;35812:23528;35813:23536;34566:23536;34567:23540;34568:23540;34569:23549;34570:23549;34571:23559;24268:23559;24269:23566;24270:23566;24271:23566;24272:23566;24273:23566;24274:23566;24275:23569;41008:23569;41009:23573;41010:23573;41011:23575;23908:23575;23909:23650;40392:23650;40393:23709;40612:23709;40613:23712;40614:23712;40615:23717;14454:23717;14455:23721;33996:23721;33997:23732;33188:23732;33189:23736;33190:23736;33191:23740;33192:23740;33193:23743;33194:23743;33195:23744;33196:23744;33197:23753;21144:23753;21145:23756;21145:23757;21172:23757;21173:23759;21173:23760;21174:23760;21175:23761
0,8,taxi,boarding,True,23761,23791,21175;-1;-1,21175;-1;-1,0.0,0.6614794569265892,0.6614794569265892,0,,0,214,1,,214,,
0,5,taxi,route,False,23657,23824,42050;-1;-1,27773;-1;-1,871.22,0.8055117553387914,0.8055117553387914,0.0,,0,217,1,,,42050;42051;42048;42049;10016;10017;5038;5039;5036;5037;4866;4867;4864;4865;27780;27781;7008;7009;27774;27775;27772;27773,42050:23657;42051:23709;42048:23709;42049:23713;10016:23713;10017:23722;5038:23722;5039:23771;5036:23771;5037:23777;4866:23777;4867:23779;4864:23779;4865:23785;27780:23785;27781:23794;7008:23794;7009:23800;27774:23800;27775:23812;27772:23812;27773:23824
0,5,taxi,boarding,True,23824,23854,27773;-1;-1,27773;-1;-1,0.0,0.8055117553387914,0.8055117553387914,0,,0,217,1,,217,,
0,1,taxi,route,False,23848,23918,29346;-1;-1,5698;-1;-1,389.19000000000005,0.6430696674751897,0.6430696674751897,0.0,,0,,0,,,29346;29347;5202;5203;5200;5201;5198;5199;5196;5197;26264;26265;5698,29346:23848;29347:23860;5202:23860;5203:23871;5200:23871;5201:23874;5198:23874;5199:23884;5196:23884;5197:23893;26264:23893;26265:23918;5698:23918
0,1,taxi,boarding,True,23918,23948,5698;-1;-1,5698;-1;-1,0.0,0.6430696674751897,0.6430696674751897,0,,0,219,1,219,,,
0,2,taxi,route,False,23720,23948,26731;-1;-1,3370;-1;-1,1248.33,0.9247158970388948,0.9247158970388948,0.0,,0,,0,,,26731;40624;40625;41414;41415;10792;10793;10790;10791;15524;15525;15522;15523;15520;15521;30948;30949;30950;30951;30902;30903;30904;30905;30906;30907;30908;30909;30910;30911;30912;30913;30914;30915;25330;25331;20072;20073;20074;20075;19628;19629;19626;19627;14356;14357;14354;14355;4932;4933;4930;4931;154;155;152;153;14048;14049;14046;14047;14044;14045;25360;25361;25362;25363;39142;39143;39144;39145;35970;35971;23628;23629;3370,26731:23720;40624:23721;40625:23739;41414:23739;41415:23744;10792:23744;10793:23752;10790:23752;10791:23758;15524:23758;15525:23760;15522:23760;15523:23763;15520:23763;15521:23805;30948:23805;30949:23810;30950:23810;30951:23812;30902:23812;30903:23814;30904:23814;30905:23815;30906:23815;30907:23816;30908:23816;30909:23821;30910:23821;30911:23825;30912:23825;30913:23831;30914:23831;30915:23835;25330:23835;25331:23854;20072:23854;20073:23865;20074:23865;20075:23869;19628:23869;19629:23871;19626:23871;19627:23873;14356:23873;14357:23877;14354:23877;14355:23884;4932:23884;4933:23884;4930:23884;4931:23889;154:23889;155:23894;152:23894;153:23894;14048:23894;14049:23901;14046:23901;14047:23902;14044:23902;14045:23909;25360:23909;25361:23919;25362:23919;25363:23928;39142:23928;39143:23934;39144:23934;39145:23942;35970:23942;35971:23946;23628:23946;23629:23948;3370:23948
0,2,taxi,boarding,True,23948,23978,3370;-1;-1,3370;-1;-1,0.0,0.9247158970388948,0.9247158970388948,0,,0,218,1,218,,,
