request_id,rq_type,number_passenger,rq_time,earliest_pickup_time,start,end,pickup_location,dropoff_location,access_time,egress_time,direct_route_travel_time,direct_route_distance,offers,decision_time,chosen_operator_id,operator_id,vehicle_id,pickup_time,dropoff_time,fare,modal_state
218,BasicRequest,1,23720.0,23720.0,3370;-1;-1,24429;-1;-1,,,,,312.30595641856405,4151.97,0:t_wait:118.64950874766873;t_drive:342.30595641856416;fare:0,,,0,2,23948,24532,0,0
215,BasicRequest,1,23326.0,23326.0,22546;-1;-1,4089;-1;-1,,,,,578.8745758191898,8889.59,0:t_wait:83.59140861051492;t_drive:608.8745758191908;fare:0,,,0,0,23481,24793,0,0
222,BasicRequest,1,24145.0,24145.0,39184;-1;-1,9227;-1;-1,,,,,84.55737629825148,725.29,0:t_wait:123.85054756243699;t_drive:114.55737629825308;fare:0,,,0,11,24339,24815,0,0
221,BasicRequest,1,24134.0,24134.0,19906;-1;-1,42033;-1;-1,,,,,249.57310859814652,5699.32,0:t_wait:155.2717676509019;t_drive:279.57310859814606;fare:0,,,0,3,24406,24876,0,0
223,BasicRequest,1,24373.0,24373.0,39270;-1;-1,4285;-1;-1,,,,,74.06944592155904,1094.97,0:t_wait:240.24388088263004;t_drive:104.06944592155924;fare:0,,,0,1,24794,25279,0,0
224,BasicRequest,1,24461.0,24461.0,19906;-1;-1,7653;-1;-1,,,,,401.1133369843872,9030.529999999997,0:t_wait:186.76045833982062;t_drive:431.1133369843883;fare:0,,,0,9,24766,25597,0,0
226,BasicRequest,1,24870.0,24870.0,14062;-1;-1,4195;-1;-1,,,,,65.66363928295809,860.38,0:t_wait:138.46404291940416;t_drive:95.66363928295686;fare:0,,,0,11,25234,25640,0,0
229,BasicRequest,1,25302.0,25302.0,22850;-1;-1,22123;-1;-1,,,,,126.09352326632285,899.9599999999999,0:t_wait:76.72520120747868;t_drive:156.09352326632143;fare:0,,,0,3,25457,25739,0,0
228,BasicRequest,1,25160.0,25160.0,3408;-1;-1,30065;-1;-1,,,,,225.423213340186,3611.25,0:t_wait:63.327383653246216;t_drive:255.4232133401856;fare:0,,,0,0,25257,25867,0,0
225,BasicRequest,1,24727.0,24727.0,19906;-1;-1,24955;-1;-1,,,,,464.1192372483727,9951.539999999997,0:t_wait:25.965939797635656;t_drive:649.2468520122893;fare:0,,,0,9,24766,26028,0,0
227,BasicRequest,1,25093.0,25093.0,6154;-1;-1,5649;-1;-1,,,,,252.85023042266923,3402.9800000000005,0:t_wait:77.46871805421688;t_drive:282.85023042266766;fare:0,,,0,8,25235,26400,0,0
236,BasicRequest,1,26149.0,26149.0,13080;-1;-1,31039;-1;-1,,,,,160.8039293945102,4320.26,0:t_wait:119.2366849500977;t_drive:190.80392939451121;fare:0,,,0,2,26341,26661,0,0
234,BasicRequest,1,26106.0,26106.0,41090;-1;-1,40971;-1;-1,,,,,105.62150063966104,1290.19,0:t_wait:101.20592813006442;t_drive:135.62150063965964;fare:0,,,0,0,26381,26689,0,0
233,BasicRequest,1,26101.0,26101.0,32152;-1;-1,7923;-1;-1,,,,,308.240274517065,9567.63,0:t_wait:119.70726646982075;t_drive:338.2402745170657;fare:0,,,0,11,26499,27179,0,0
238,BasicRequest,1,26913.0,26913.0,26682;-1;-1,27491;-1;-1,,,,,99.44146547007013,1185.7,0:t_wait:34.95364270138816;t_drive:129.4414654700704;fare:0,,,0,10,26961,27255,0,0
241,BasicRequest,1,27023.0,27023.0,40330;-1;-1,5851;-1;-1,,,,,59.717008250850725,770.53,0:t_wait:120.49172066234678;t_drive:89.71700825084918;fare:0,,,0,0,27359,27475,0,0
231,BasicRequest,1,25694.0,25694.0,28404;-1;-1,3409;-1;-1,,,,,274.6967292560731,4450.91,0:t_wait:315.13665836002474;t_drive:304.696729256073;fare:0,,,0,1,27333,28024,0,0
242,BasicRequest,1,27214.0,27214.0,32152;-1;-1,30463;-1;-1,,,,,290.862831099093,9545.339999999998,0:t_wait:11.0;t_drive:320.86283109909346;fare:0,,,0,2,27225,28544,0,0
240,BasicRequest,1,26970.0,26970.0,32152;-1;-1,14719;-1;-1,,,,,314.05285613718604,9934.63,0:t_wait:143.91299997572423;t_drive:344.0528561371866;fare:0,,,0,2,27195,28746,0,0
230,BasicRequest,1,25675.0,25675.0,15534;-1;-1,27399;-1;-1,,,,,672.6519585688707,9367.189999999999,0:t_wait:102.99374808471475;t_drive:702.6519585688693;fare:0,,,0,1,25955,28800,0,0
262,BasicRequest,1,29002.0,29002.0,15498;-1;-1,849;-1;-1,,,,,49.01617021717399,401.45,0:,,,,,,,,0
263,BasicRequest,1,29010.0,29010.0,39380;-1;-1,41641;-1;-1,,,,,384.5274065077653,4776.429999999999,0:,,,,,,,,0
264,BasicRequest,1,29052.0,29052.0,14392;-1;-1,17443;-1;-1,,,,,320.4402189127434,3695.9099999999994,0:,,,,,,,,0
246,BasicRequest,1,27472.0,27472.0,18008;-1;-1,31039;-1;-1,,,,,356.75434046777946,8489.559999999996,0:t_wait:163.09112830924278;t_drive:386.7543404677781;fare:0,,,0,10,28302,29069,0,0
267,BasicRequest,1,29133.0,29133.0,42050;-1;-1,18829;-1;-1,,,,,87.37564548792929,1057.6399999999999,0:,,,,,,,,0
249,BasicRequest,1,27638.0,27638.0,3266;-1;-1,23729;-1;-1,,,,,421.91775266080094,5442.15,0:t_wait:128.46011600096608;t_drive:451.91775266080003;fare:0,,,0,3,28176,29281,0,0
270,BasicRequest,1,29334.0,29334.0,35850;-1;-1,29577;-1;-1,,,,,573.1998558521955,8512.89,0:,,,,,,,,0
271,BasicRequest,1,29357.0,29357.0,26780;-1;-1,31039;-1;-1,,,,,446.4026387245716,10131.059999999996,0:,,,,,,,,0
272,BasicRequest,1,29480.0,29480.0,20434;-1;-1,27179;-1;-1,,,,,811.4534681171715,10060.609999999997,0:,,,,,,,,0
274,BasicRequest,1,29556.0,29556.0,14872;-1;-1,5615;-1;-1,,,,,547.8618315192159,5819.830000000001,0:,,,,,,,,0
275,BasicRequest,1,29556.0,29556.0,12322;-1;-1,14845;-1;-1,,,,,117.8630405998035,1162.86,0:,,,,,,,,0
276,BasicRequest,1,29583.0,29583.0,1572;-1;-1,22813;-1;-1,,,,,343.0230815588999,4647.42,0:,,,,,,,,0
277,BasicRequest,1,29649.0,29649.0,19906;-1;-1,32637;-1;-1,,,,,480.6363831722822,8865.07,0:,,,,,,,,0
278,BasicRequest,1,29669.0,29669.0,26982;-1;-1,22227;-1;-1,,,,,113.12179510149538,1498.63,0:,,,,,,,,0
279,BasicRequest,1,29706.0,29706.0,9688;-1;-1,29413;-1;-1,,,,,53.340536214485795,479.54,0:,,,,,,,,0
261,BasicRequest,1,28919.0,28919.0,34962;-1;-1,13647;-1;-1,,,,,111.54519451393527,1497.5100000000002,0:t_wait:337.63217932970656;t_drive:141.5451945139357;fare:0,,,0,1,29529,29723,0,0
280,BasicRequest,1,29740.0,29740.0,39002;-1;-1,18341;-1;-1,,,,,171.78579771172264,2061.01,0:,,,,,,,,0
281,BasicRequest,1,29756.0,29756.0,8500;-1;-1,2271;-1;-1,,,,,329.4165498820688,3907.379999999999,0:,,,,,,,,0
282,BasicRequest,1,29761.0,29761.0,30420;-1;-1,22837;-1;-1,,,,,156.94932505376252,1498.67,0:,,,,,,,,0
283,BasicRequest,1,29796.0,29796.0,20850;-1;-1,33219;-1;-1,,,,,152.18751129882412,1314.01,0:,,,,,,,,0
284,BasicRequest,1,29802.0,29802.0,33628;-1;-1,17775;-1;-1,,,,,133.31151202187294,1430.4700000000003,0:,,,,,,,,0
285,BasicRequest,1,29884.0,29884.0,37328;-1;-1,38713;-1;-1,,,,,496.13012162954124,8460.629999999997,0:,,,,,,,,0
286,BasicRequest,1,29898.0,29898.0,35446;-1;-1,851;-1;-1,,,,,94.63811095083028,1130.1,0:,,,,,,,,0
287,BasicRequest,1,29905.0,29905.0,3626;-1;-1,26545;-1;-1,,,,,37.27585356904854,282.46,0:,,,,,,,,0
288,BasicRequest,1,29914.0,29914.0,11554;-1;-1,37291;-1;-1,,,,,38.35471536377809,392.8,0:,,,,,,,,0
289,BasicRequest,1,29938.0,29938.0,19544;-1;-1,28517;-1;-1,,,,,147.82757876970416,1398.46,0:,,,,,,,,0
290,BasicRequest,1,29951.0,29951.0,28214;-1;-1,23087;-1;-1,,,,,186.46197289209778,2744.7900000000004,0:,,,,,,,,0
292,BasicRequest,1,30187.0,30187.0,30344;-1;-1,17973;-1;-1,,,,,502.8604271781587,5417.35,0:,,,,,,,,0
293,BasicRequest,1,30204.0,30204.0,39758;-1;-1,42063;-1;-1,,,,,146.48154264424977,1453.71,0:,,,,,,,,0
294,BasicRequest,1,30223.0,30223.0,30618;-1;-1,21337;-1;-1,,,,,109.70683583500681,1092.87,0:,,,,,,,,0
295,BasicRequest,1,30231.0,30231.0,3602;-1;-1,5977;-1;-1,,,,,76.05184491715482,919.02,0:,,,,,,,,0
253,BasicRequest,1,28205.0,28205.0,36560;-1;-1,16377;-1;-1,,,,,578.6141378131902,7763.289999999996,0:t_wait:542.2707977701393;t_drive:608.6141378131906;fare:0,,,0,0,28892,30238,0,0
296,BasicRequest,1,30286.0,30286.0,19906;-1;-1,6641;-1;-1,,,,,524.3313995134208,9350.189999999999,0:,,,,,,,,0
297,BasicRequest,1,30294.0,30294.0,32194;-1;-1,36117;-1;-1,,,,,392.81239016323707,6518.909999999998,0:,,,,,,,,0
265,BasicRequest,1,29085.0,29085.0,29914;-1;-1,93;-1;-1,,,,,118.61234903240785,1263.02,0:t_wait:450.82116082392895;t_drive:148.6123490324062;fare:0,,,0,1,29945,30299,0,0
298,BasicRequest,1,30309.0,30309.0,24842;-1;-1,15705;-1;-1,,,,,211.11302966266294,2886.53,0:,,,,,,,,0
299,BasicRequest,1,30341.0,30341.0,19906;-1;-1,40689;-1;-1,,,,,141.53966875116242,4198.029999999999,0:,,,,,,,,0
300,BasicRequest,1,30365.0,30365.0,3902;-1;-1,35533;-1;-1,,,,,365.84625866599725,4683.34,0:,,,,,,,,0
301,BasicRequest,1,30367.0,30367.0,662;-1;-1,6769;-1;-1,,,,,823.1453055759301,10326.819999999996,0:,,,,,,,,0
255,BasicRequest,1,28268.0,28268.0,21748;-1;-1,14277;-1;-1,,,,,356.54245199952345,4718.849999999999,0:t_wait:243.04455614773906;t_drive:386.5424519995249;fare:0,,,0,6,28991,30378,0,0
302,BasicRequest,1,30380.0,30380.0,21670;-1;-1,31039;-1;-1,,,,,339.70321197529915,8559.499999999995,0:,,,,,,,,0
303,BasicRequest,1,30414.0,30414.0,94;-1;-1,33631;-1;-1,,,,,65.16279427537754,867.96,0:,,,,,,,,0
304,BasicRequest,1,30441.0,30441.0,8024;-1;-1,2401;-1;-1,,,,,620.0911960965961,9402.920000000002,0:,,,,,,,,0
305,BasicRequest,1,30492.0,30492.0,3558;-1;-1,5869;-1;-1,,,,,214.3050807733942,2845.56,0:,,,,,,,,0
306,BasicRequest,1,30558.0,30558.0,32560;-1;-1,32493;-1;-1,,,,,194.70864803804892,2346.06,0:,,,,,,,,0
237,BasicRequest,1,26881.0,26881.0,39270;-1;-1,10169;-1;-1,,,,,577.1914637267951,9177.38,0:t_wait:227.40895330095736;t_drive:607.1914637267946;fare:0,,,0,8,27289,30575,0,0
239,BasicRequest,1,26968.0,26968.0,24016;-1;-1,31039;-1;-1,,,,,493.78241946797084,9079.630000000001,0:t_wait:153.23381083095228;t_drive:523.7824194679706;fare:0,,,0,12,27264,30690,0,0
309,BasicRequest,1,30806.0,30806.0,18260;-1;-1,19051;-1;-1,,,,,423.9155377271252,5554.1500000000015,0:,,,,,,,,0
310,BasicRequest,1,30818.0,30818.0,3418;-1;-1,29971;-1;-1,,,,,182.63396816337195,2928.6400000000003,0:,,,,,,,,0
311,BasicRequest,1,30835.0,30835.0,6284;-1;-1,39513;-1;-1,,,,,710.3713518524321,8578.630000000001,0:,,,,,,,,0
312,BasicRequest,1,30839.0,30839.0,12096;-1;-1,31485;-1;-1,,,,,84.63837769208092,1044.27,0:,,,,,,,,0
313,BasicRequest,1,30850.0,30850.0,26180;-1;-1,25339;-1;-1,,,,,51.036582891465706,351.75,0:,,,,,,,,0
315,BasicRequest,1,30876.0,30876.0,21498;-1;-1,20435;-1;-1,,,,,580.0761714602401,5539.950000000001,0:,,,,,,,,0
317,BasicRequest,1,30945.0,30945.0,11948;-1;-1,14565;-1;-1,,,,,250.66008850360228,2656.499999999999,0:,,,,,,,,0
318,BasicRequest,1,30947.0,30947.0,36738;-1;-1,16435;-1;-1,,,,,323.6573928761959,4471.6,0:,,,,,,,,0
319,BasicRequest,1,31048.0,31048.0,19906;-1;-1,269;-1;-1,,,,,470.730993445187,8760.02,0:,,,,,,,,0
320,BasicRequest,1,31084.0,31084.0,32152;-1;-1,9011;-1;-1,,,,,138.9412040540516,5603.08,0:,,,,,,,,0
321,BasicRequest,1,31117.0,31117.0,11422;-1;-1,8137;-1;-1,,,,,88.50028906010559,1008.72,0:,,,,,,,,0
269,BasicRequest,1,29327.0,29327.0,37334;-1;-1,31199;-1;-1,,,,,298.6859197642366,3725.4700000000007,0:t_wait:501.9326102459563;t_drive:328.68591976423704;fare:0,,,0,3,30572,31143,0,0
268,BasicRequest,1,29246.0,29246.0,2860;-1;-1,3903;-1;-1,,,,,166.170441997341,2425.61,0:t_wait:543.8535035186505;t_drive:196.17044199733937;fare:0,,,0,6,30858,31143,0,0
323,BasicRequest,1,31304.0,31304.0,22546;-1;-1,2651;-1;-1,,,,,598.1259776410814,8368.66,0:,,,,,,,,0
250,BasicRequest,1,27700.0,27700.0,5240;-1;-1,38437;-1;-1,,,,,587.0289923483194,9096.21,0:t_wait:127.21257221365522;t_drive:656.8496541773893;fare:0,,,0,7,29735,31310,0,0
324,BasicRequest,1,31333.0,31333.0,20252;-1;-1,22189;-1;-1,,,,,861.4529779174993,10369.719999999998,0:,,,,,,,,0
325,BasicRequest,1,31366.0,31366.0,8136;-1;-1,29499;-1;-1,,,,,102.5303715205491,1295.27,0:,,,,,,,,0
326,BasicRequest,1,31371.0,31371.0,38422;-1;-1,31039;-1;-1,,,,,387.47092887762017,9108.319999999996,0:,,,,,,,,0
327,BasicRequest,1,31387.0,31387.0,30558;-1;-1,5593;-1;-1,,,,,83.88858099760562,899.03,0:,,,,,,,,0
328,BasicRequest,1,31451.0,31451.0,2270;-1;-1,21697;-1;-1,,,,,294.2326372163608,3754.8,0:,,,,,,,,0
329,BasicRequest,1,31453.0,31453.0,19906;-1;-1,29717;-1;-1,,,,,191.44574850766145,6510.529999999999,0:,,,,,,,,0
330,BasicRequest,1,31469.0,31469.0,19100;-1;-1,23771;-1;-1,,,,,486.3235249661028,6239.119999999999,0:,,,,,,,,0
322,BasicRequest,1,31192.0,31192.0,11574;-1;-1,7395;-1;-1,,,,,89.62079138568427,817.06,0:t_wait:54.62146691313319;t_drive:119.62079138568515;fare:0,,,0,6,31299,31515,0,0
332,BasicRequest,1,31619.0,31619.0,7908;-1;-1,14535;-1;-1,,,,,195.18662127747132,2359.15,0:,,,,,,,,0
333,BasicRequest,1,31627.0,31627.0,41404;-1;-1,9081;-1;-1,,,,,117.78281074848945,1449.82,0:,,,,,,,,0
334,BasicRequest,1,31636.0,31636.0,39136;-1;-1,8137;-1;-1,,,,,130.1577276683472,1530.8000000000002,0:,,,,,,,,0
335,BasicRequest,1,31645.0,31645.0,17924;-1;-1,33895;-1;-1,,,,,477.24218610327426,6277.649999999999,0:,,,,,,,,0
248,BasicRequest,1,27535.0,27535.0,12936;-1;-1,2401;-1;-1,,,,,564.505557634044,8310.3,0:t_wait:144.6700941622512;t_drive:594.5055576340455;fare:0,,,0,7,29972,31651,0,0
336,BasicRequest,1,31665.0,31665.0,3408;-1;-1,41349;-1;-1,,,,,474.3030295735923,7268.65,0:,,,,,,,,0
339,BasicRequest,1,31772.0,31772.0,15470;-1;-1,3651;-1;-1,,,,,204.49032530021816,2486.7799999999997,0:,,,,,,,,0
340,BasicRequest,1,31784.0,31784.0,3602;-1;-1,5977;-1;-1,,,,,76.05184491715482,919.02,0:,,,,,,,,0
342,BasicRequest,1,31901.0,31901.0,3702;-1;-1,23517;-1;-1,,,,,115.66954360432297,1211.02,0:,,,,,,,,0
343,BasicRequest,1,31943.0,31943.0,41452;-1;-1,39109;-1;-1,,,,,806.6158189370532,9596.070000000002,0:,,,,,,,,0
344,BasicRequest,1,31963.0,31963.0,3242;-1;-1,24373;-1;-1,,,,,303.19323714233747,3822.1399999999994,0:,,,,,,,,0
345,BasicRequest,1,32025.0,32025.0,25656;-1;-1,13657;-1;-1,,,,,120.91158563430034,1377.02,0:,,,,,,,,0
346,BasicRequest,1,32032.0,32032.0,35850;-1;-1,29577;-1;-1,,,,,573.1998558521955,8512.89,0:,,,,,,,,0
347,BasicRequest,1,32149.0,32149.0,33102;-1;-1,14927;-1;-1,,,,,36.59182733179976,273.97,0:,,,,,,,,0
348,BasicRequest,1,32163.0,32163.0,12968;-1;-1,20535;-1;-1,,,,,639.402594056208,8888.65,0:,,,,,,,,0
349,BasicRequest,1,32255.0,32255.0,14880;-1;-1,31781;-1;-1,,,,,737.4675609062492,9444.179999999997,0:,,,,,,,,0
350,BasicRequest,1,32263.0,32263.0,650;-1;-1,3723;-1;-1,,,,,625.9767572597664,5661.419999999999,0:,,,,,,,,0
351,BasicRequest,1,32281.0,32281.0,414;-1;-1,31039;-1;-1,,,,,212.90930207639548,6977.4299999999985,0:,,,,,,,,0
352,BasicRequest,1,32284.0,32284.0,19906;-1;-1,10477;-1;-1,,,,,451.3998056956026,8424.77,0:,,,,,,,,0
353,BasicRequest,1,32297.0,32297.0,39520;-1;-1,22187;-1;-1,,,,,101.3623029754811,1211.02,0:,,,,,,,,0
338,BasicRequest,1,31770.0,31770.0,37870;-1;-1,20971;-1;-1,,,,,47.08088993168316,473.66,0:t_wait:191.52437356433074;t_drive:77.08088993168349;fare:0,,,0,7,32117,32302,0,0
354,BasicRequest,1,32344.0,32344.0,30346;-1;-1,23947;-1;-1,,,,,168.27781839929594,1872.8100000000002,0:,,,,,,,,0
355,BasicRequest,1,32387.0,32387.0,17228;-1;-1,28839;-1;-1,,,,,62.70915751200336,750.4100000000001,0:,,,,,,,,0
