start,end,rq_time,request_id
42050,37655,17222.1,176
39796,42063,17341.51,177
23086,3569,17524.18,178
18638,761,17568.38,179
28314,31039,17719.53,180
32152,38835,17735.61,181
8594,33215,17838.35,182
26554,19065,17892.21,183
28164,8007,17925.26,184
28164,8007,17925.26,185
3698,27679,18018.16,186
39386,42063,18036.26,187
20866,20853,18145.0,188
35850,26621,18148.62,189
30336,36269,18208.13,190
19906,4325,18456.12,191
16072,393,18677.07,192
15608,31039,18865.61,193
33044,17175,19080.25,194
20534,40113,19084.09,195
13422,42101,19437.58,196
210,23693,20004.1,197
19906,24723,20221.68,198
35850,17783,20450.97,199
14414,9433,20870.2,200
27632,17175,20878.69,201
21008,4461,20986.38,202
14558,31039,21041.14,203
18968,17175,21188.24,204
36334,17175,21235.8,205
23086,31979,21326.78,206
19906,1019,21540.96,207
9520,39715,21634.49,208
19906,36773,21642.76,209
23086,36861,21773.41,210
26414,32797,22376.49,211
19906,219,23128.97,212
15032,17969,23163.34,213
5670,21175,23263.28,214
22546,4089,23326.36,215
16364,26597,23409.76,216
42050,27773,23444.23,217
3370,24429,23720.62,218
5698,4555,23848.35,219
19906,42033,24134.19,221
39184,9227,24145.32,222
39270,4285,24373.97,223
19906,7653,24461.77,224
19906,24955,24727.53,225
14062,4195,24870.62,226
6154,5649,25093.5,227
3408,30065,25160.56,228
22850,22123,25302.93,229
15534,27399,25675.15,230
28404,3409,25694.36,231
37858,24853,26029.68,232
32152,7923,26101.03,233
41090,40971,26106.64,234
39270,35029,26142.33,235
13080,31039,26149.2,236
39270,10169,26881.25,237
26682,27491,26913.65,238
24016,31039,26968.01,239
32152,14719,26970.22,240
40330,5851,27023.28,241
32152,30463,27214.49,242
2860,4427,27255.6,243
19906,3645,27267.33,244
18008,31039,27472.13,246
19906,41167,27520.21,247
12936,2401,27535.9,248
3266,23729,27638.17,249
5240,38437,27700.43,250
30466,38437,27998.37,252
36560,16377,28205.39,253
24024,31039,28214.88,254
21748,14277,28268.64,255
39270,38759,28368.49,256
2652,28217,28394.39,257
2282,4653,28452.0,258
38358,23833,28806.71,259
40664,40151,28884.95,260
34962,13647,28919.97,261
15498,849,29002.46,262
39380,41641,29010.69,263
14392,17443,29052.87,264
29914,93,29085.91,265
10728,8113,29122.42,266
42050,18829,29133.38,267
2860,3903,29246.86,268
37334,31199,29327.5,269
35850,29577,29334.46,270
26780,31039,29357.75,271
20434,27179,29480.86,272
14872,5615,29556.13,274
12322,14845,29556.67,275
1572,22813,29583.8,276
19906,32637,29649.4,277
26982,22227,29669.47,278
9688,29413,29706.22,279
39002,18341,29740.18,280
8500,2271,29756.44,281
30420,22837,29761.84,282
20850,33219,29796.25,283
33628,17775,29802.15,284
37328,38713,29884.39,285
35446,851,29898.96,286
3626,26545,29905.31,287
11554,37291,29914.16,288
19544,28517,29938.99,289
28214,23087,29951.48,290
23776,13883,30033.61,291
30344,17973,30187.46,292
39758,42063,30204.3,293
30618,21337,30223.89,294
3602,5977,30231.15,295
19906,6641,30286.31,296
32194,36117,30294.21,297
24842,15705,30309.11,298
19906,40689,30341.96,299
3902,35533,30365.23,300
662,6769,30367.75,301
21670,31039,30380.15,302
94,33631,30414.45,303
8024,2401,30441.37,304
3558,5869,30492.62,305
32560,32493,30558.92,306
27564,24025,30770.89,307
39270,40649,30797.31,308
18260,19051,30806.53,309
3418,29971,30818.19,310
6284,39513,30835.75,311
12096,31485,30839.09,312
26180,25339,30850.57,313
36914,15905,30861.29,314
21498,20435,30876.83,315
24406,36559,30935.94,316
11948,14565,30945.95,317
36738,16435,30947.43,318
19906,269,31048.9,319
32152,9011,31084.57,320
11422,8137,31117.81,321
11574,7395,31192.98,322
22546,2651,31304.67,323
20252,22189,31333.96,324
8136,29499,31366.28,325
38422,31039,31371.17,326
30558,5593,31387.35,327
2270,21697,31451.95,328
19906,29717,31453.19,329
19100,23771,31469.23,330
22546,21127,31527.28,331
7908,14535,31619.4,332
41404,9081,31627.07,333
39136,8137,31636.12,334
17924,33895,31645.45,335
3408,41349,31665.89,336
29818,1765,31751.4,337
37870,20971,31770.98,338
15470,3651,31772.18,339
3602,5977,31784.4,340
24976,28409,31810.02,341
3702,23517,31901.47,342
41452,39109,31943.72,343
3242,24373,31963.66,344
25656,13657,32025.72,345
35850,29577,32032.09,346
33102,14927,32149.29,347
12968,20535,32163.59,348
14880,31781,32255.29,349
650,3723,32263.52,350
414,31039,32281.25,351
19906,10477,32284.2,352
39520,22187,32297.72,353
30346,23947,32344.99,354
17228,28839,32387.79,355
13872,24037,32414.79,356
38442,1319,32450.61,357
23086,5929,32492.59,358
34494,32071,32550.47,359
35436,8561,32598.73,360
12886,6671,32616.45,361
29274,3917,32717.14,362
22054,9467,32892.82,363
9650,8029,32953.78,364
22804,32625,33031.81,365
25084,26087,33123.19,366
39752,8137,33129.09,367
36316,37647,33148.35,368
36528,36101,33184.8,369
6066,19987,33284.42,371
22808,22837,33388.17,372
7426,41423,33396.82,373
28202,14279,33432.78,374
2294,32171,33470.69,375
32116,34103,33475.87,376
42050,4687,33518.62,377
2836,23015,33567.09,378
31340,6267,33592.21,379
40660,15339,33593.71,380
21968,31039,33682.61,382
7922,31039,33743.86,383
17234,40149,33806.41,384
27212,28113,33855.81,385
40746,39139,33955.48,386
28586,25101,33957.02,387
3362,7675,34037.41,388
6266,19315,34095.3,389
17102,11701,34104.92,390
23572,31447,34173.66,391
15370,31197,34306.46,392
35864,33213,34391.68,393
19978,36553,34604.33,394
14926,31551,34618.78,395
40572,2401,34630.82,396
16468,20651,34638.94,397
28380,29975,34646.79,398
11270,8137,34694.99,399
26846,38997,34751.3,400
42050,26761,34756.98,401
28396,2827,34787.05,402
16636,33665,34993.65,403
12506,32649,35027.95,404
11946,15547,35064.96,405
42050,27637,35113.83,406
41554,38395,35125.58,407
1770,28703,35226.96,408
16288,23599,35267.68,409
13510,15545,35340.3,410
22546,24199,35419.87,411
25812,14249,35508.89,412
13032,17175,35578.41,413
35114,18813,35608.56,414
16914,27149,35677.53,415
2660,2655,35687.3,416
19906,16435,35749.99,417
28606,14967,35776.03,418
29428,34337,35808.17,419
28520,21629,36003.3,420
28520,21629,36003.3,421
10864,23645,36043.85,422
22444,30645,36048.62,423
11412,6189,36057.57,424
11946,9795,36064.3,425
17214,31117,36067.3,426
19762,22853,36108.88,427
19762,22853,36108.88,428
32318,20645,36123.36,429
15566,17767,36131.05,430
37008,9761,36160.4,431
42050,20433,36172.44,432
508,15015,36180.01,433
37646,28733,36180.26,434
34524,15719,36183.09,435
22050,2067,36209.65,436
38592,14607,36246.46,437
39270,41469,36271.0,438
30348,3263,36449.85,439
18252,18269,36464.43,440
32510,22641,36466.75,441
26712,25349,36466.94,442
21630,29149,36500.71,443
10824,34777,36556.2,444
2400,27767,36607.71,445
42050,25093,36612.26,446
3574,343,36615.93,447
16522,8011,36678.57,448
34416,21071,36694.88,449
4612,11185,36807.55,450
9452,27219,36934.34,451
15544,6985,36938.19,452
17600,26545,36954.62,453
6044,3813,36968.81,454
3340,9243,37086.24,455
30344,12325,37160.79,456
19628,4655,37167.8,457
25734,18409,37171.94,458
26946,26635,37188.15,459
6046,38911,37197.0,460
26646,8033,37225.33,461
25084,18019,37265.96,462
6862,37987,37270.88,463
9764,39993,37283.01,464
4202,23945,37370.06,465
18264,34763,37460.88,466
11854,27019,37525.54,467
40902,7911,37566.12,468
19280,37793,37591.59,469
7338,32759,37680.37,470
34146,32411,37713.25,471
8970,30041,37713.67,472
39972,17491,37715.33,473
37146,7911,37715.56,474
39270,12779,37981.98,475
16914,42091,38020.66,476
22062,14873,38025.17,477
16958,34479,38046.63,478
3796,24097,38137.29,479
6560,6673,38137.92,480
25090,31345,38224.9,481
37660,26647,38257.23,482
22040,17233,38266.26,483
22040,17233,38266.26,484
21630,21947,38278.72,485
24016,28725,38317.36,486
2764,40149,38334.84,487
32988,1313,38385.53,488
6516,31569,38408.54,489
36290,39513,38577.93,490
25090,23015,38582.43,491
27636,31885,38617.6,492
2776,32761,38685.59,493
22546,26619,38722.77,494
26638,3771,38726.37,495
33108,19291,38740.06,496
8136,35429,38765.81,497
24406,10153,38831.78,498
16066,25641,38856.52,499
358,12729,38857.38,500
9908,12523,38867.71,501
19564,14967,38875.9,502
19906,1297,38891.58,503
14214,6963,38894.68,504
3566,30089,38900.76,505
11452,6309,38917.76,506
1616,8755,38974.1,507
3824,16953,39094.56,508
6332,24143,39104.68,509
3816,27011,39201.29,510
17228,27505,39203.3,511
40550,30269,39237.65,512
14308,17269,39274.55,513
23662,17909,39282.43,514
26354,2653,39291.98,515
26800,10457,39305.83,516
12750,14685,39320.28,517
33690,19959,39323.13,518
19906,29779,39359.21,519
9166,28967,39386.17,520
23086,16615,39396.51,521
31606,10167,39401.41,522
22546,27609,39462.76,523
40500,40757,39481.34,524
31484,36411,39507.98,525
20456,17827,39560.29,526
9404,14671,39562.7,527
6380,21205,39585.9,528
8946,14523,39586.81,529
15498,23525,39688.01,530
19254,24751,39710.16,531
17518,33731,39790.91,532
2628,5819,39878.92,533
10776,30523,39878.93,534
21630,31525,39934.7,535
36738,21221,39938.01,536
24908,6471,39940.36,537
39032,22445,39952.39,538
32758,24187,39979.92,539
1230,4537,40118.41,540
33366,27983,40148.57,541
30222,10273,40279.29,542
20294,14873,40291.23,543
3902,8013,40408.5,544
3566,1587,40430.76,545
28838,35291,40431.16,546
16580,11565,40447.94,547
33856,36223,40456.88,548
36552,13369,40476.89,549
32194,16371,40518.38,550
14782,21829,40613.03,551
32532,42039,40614.58,552
10538,24089,40623.43,553
12104,24093,40636.02,554
3966,6273,40698.34,555
28524,23515,40705.92,556
4926,13939,40709.06,557
7928,11249,40724.26,558
3342,37779,40740.12,559
38930,19745,40809.55,560
35988,26603,40889.35,561
22018,3751,40917.22,562
3958,31597,40962.49,563
17772,38923,40973.91,564
23594,5551,40977.4,565
18672,6077,40991.75,566
23992,26815,41001.65,567
22238,15511,41032.38,568
35850,171,41059.95,569
12314,4527,41118.35,570
1532,18785,41125.99,571
14850,21057,41257.16,572
19986,7429,41281.42,573
14872,36447,41286.0,574
13902,32761,41287.74,575
18904,22219,41310.05,576
13648,22463,41366.54,577
17804,10275,41420.12,578
12996,39009,41447.29,579
29136,8001,41473.57,580
35850,36831,41616.84,581
14940,8067,41634.79,582
14940,8067,41634.79,583
13472,7015,41669.19,584
16772,17233,41675.56,585
42050,42049,41703.76,586
3384,17261,41704.93,587
40552,15359,41715.1,588
27116,42063,41723.94,589
2630,16581,41725.73,590
33212,22441,41727.95,591
10728,27947,41750.56,592
19286,40521,41809.67,593
3646,28727,41836.85,594
32152,6415,41844.61,595
1904,4859,41861.72,596
8136,2831,41896.87,597
2260,16581,41917.9,598
25036,13083,41918.15,599
31198,14689,41927.17,600
31558,41323,41966.87,601
26254,29293,41989.84,602
33662,5849,42001.97,603
8652,38921,42019.35,604
11976,23277,42023.53,605
19326,11869,42046.78,606
25084,11951,42071.4,607
21272,23087,42077.49,608
4652,15475,42087.19,609
12930,28035,42132.71,610
986,12315,42140.15,611
17408,31643,42164.39,612
38910,2009,42166.86,613
36332,29895,42167.37,614
19906,33273,42174.51,615
32794,40731,42250.45,616
650,647,42258.84,617
19906,3255,42271.29,618
23514,21049,42285.04,619
3566,1587,42326.88,620
92,20491,42347.4,621
40888,9241,42361.26,622
20968,3835,42380.64,623
1514,17599,42380.82,624
23228,41327,42431.38,625
23276,19011,42436.94,626
18252,32647,42460.19,627
13932,22055,42464.93,628
15738,19699,42503.56,629
33216,37649,42512.22,630
12716,15265,42574.15,631
6944,3661,42585.96,632
12404,23523,42605.12,633
12404,23523,42605.12,634
32060,14755,42633.93,635
13186,6081,42683.75,636
22392,32513,42706.24,637
19064,4671,42745.02,638
39270,30427,42748.27,639
11944,22685,42777.18,640
27724,8017,42778.08,641
2860,4615,42780.69,642
24676,4427,42783.96,643
15216,2045,42840.85,644
12714,39653,42852.88,645
36264,6539,42871.53,646
16132,3353,42907.73,647
39036,30273,42915.11,648
20330,41393,42947.96,649
288,5541,42957.82,650
9542,14261,42964.7,651
42056,38011,42967.11,652
35390,28711,43013.82,653
13478,7099,43013.83,654
17010,32113,43032.94,655
40880,39603,43109.69,656
228,9671,43160.3,657
24810,32237,43189.38,658
3608,2669,43257.16,659
28612,14967,43273.95,660
31536,13475,43335.5,661
3958,21911,43342.19,662
624,6361,43409.96,663
38418,31039,43417.68,664
128,6531,43432.29,665
13986,11595,43498.19,666
21066,32759,43525.1,667
3958,2295,43544.13,668
7128,23799,43573.88,669
21582,23979,43599.17,670
3386,22973,43617.65,671
3958,10265,43783.3,672
31260,2553,43867.95,673
23086,27539,43871.11,674
32152,32103,43872.21,675
36320,8963,43930.69,676
26294,15827,44001.33,677
14308,34793,44006.11,678
5836,24909,44023.93,679
22220,3939,44024.73,680
1748,30073,44036.02,681
35850,22415,44071.68,682
22584,28709,44076.6,683
12862,1777,44113.68,684
21056,24209,44183.35,686
20250,39831,44206.89,687
39008,30133,44214.17,688
28838,9109,44222.25,689
12502,20251,44353.24,690
32118,27739,44359.15,691
40214,14279,44389.07,692
7432,3761,44408.95,693
19906,2889,44431.43,694
5512,31039,44432.12,695
17604,14157,44444.59,696
23916,2067,44449.56,697
5828,31891,44457.25,698
30256,8649,44490.48,699
14256,19763,44508.59,700
4652,21631,44516.47,701
8128,34363,44516.83,702
13550,40053,44520.23,703
15708,32195,44550.61,704
3256,2773,44580.58,705
42050,42049,44597.28,706
28184,787,44624.74,707
1346,31039,44684.9,708
21830,18229,44712.3,709
23880,28839,44717.81,710
5844,14279,44729.61,711
37046,36337,44867.78,712
22058,35489,44944.84,713
10464,9547,45046.24,714
9908,24215,45050.87,715
39270,10649,45054.42,716
20250,39831,45055.66,717
29622,593,45073.71,718
23086,14839,45117.03,719
2860,8571,45123.27,720
32152,1349,45141.62,721
16580,3703,45213.2,722
476,23973,45221.94,723
22716,14927,45246.56,724
21216,40887,45251.32,725
22818,2065,45280.63,726
19060,15283,45281.7,727
35850,17833,45388.96,728
11016,18847,45424.38,729
11578,27557,45439.48,730
38278,7601,45449.21,731
18902,36561,45470.18,732
23976,15701,45508.13,733
7832,17217,45577.61,734
38484,26247,45585.7,735
15070,22809,45589.89,736
25764,21833,45602.68,737
3316,19065,45602.94,738
24908,39955,45609.43,739
1230,179,45656.27,740
42126,5293,45675.53,741
20226,20453,45686.81,742
28838,41057,45742.59,743
37714,25085,45748.05,744
2796,2069,45759.2,745
39854,2665,45765.06,746
3648,39509,45824.39,747
26358,25355,45880.82,748
27092,5245,45905.62,749
28604,20165,45907.71,750
34872,14687,45915.28,751
13882,32187,45918.41,752
11012,27455,45957.89,753
8180,16581,45966.05,754
22920,4501,45993.72,755
22546,33021,46050.99,756
9162,27299,46058.74,757
41858,36337,46069.3,758
18514,27713,46092.63,759
35116,8067,46093.63,760
2828,23663,46117.79,761
28424,22445,46117.89,762
39270,8969,46122.61,763
39950,26273,46156.8,764
28514,31039,46163.64,765
39612,19281,46181.79,766
14338,31497,46226.65,767
13474,32619,46239.23,768
22920,4501,46296.64,769
38390,20867,46298.17,770
26646,11573,46366.76,771
8540,8137,46388.22,772
33734,10729,46402.92,773
9162,41279,46420.83,775
25234,31039,46444.34,777
11948,35035,46469.28,778
5496,17399,46473.4,779
29920,17237,46479.09,780
32152,32103,46520.87,781
6188,6655,46547.81,782
3574,35029,46574.66,783
37082,14873,46651.21,784
10236,25743,46684.97,785
8118,42063,46706.06,786
28570,2775,46797.97,788
28214,33967,46867.26,789
26618,20679,46868.97,790
31606,781,47001.16,791
17030,22547,47109.64,792
4460,1091,47159.94,793
12870,42063,47163.59,794
8540,19841,47190.88,795
31648,6141,47253.53,796
7834,1239,47299.53,797
10844,19923,47332.9,798
6204,24179,47340.13,799
17230,38393,47467.64,800
28924,22221,47534.53,801
10528,21443,47544.92,802
29192,26279,47552.55,803
27096,35841,47600.32,804
13348,1311,47725.31,805
37884,2011,47889.64,806
9660,12859,47910.9,807
14224,42063,48248.48,808
19968,7527,48313.14,809
32118,26471,48386.43,810
5734,14635,48392.52,811
27524,14279,48444.85,812
22546,16787,48472.51,813
14352,5503,48484.43,814
7106,12547,48571.71,815
6082,14279,48575.0,816
4478,35697,48627.72,817
5964,16313,48631.19,818
3258,27029,48674.04,819
34138,28705,48698.14,820
19270,14881,48755.76,821
24290,23865,48765.3,822
19866,18893,48801.29,823
42050,26061,48959.98,824
24104,807,48973.8,825
7016,22379,48983.75,826
29430,28709,49007.91,827
18726,18007,49083.5,828
16952,36565,49083.54,829
1976,29325,49095.54,830
36640,14489,49126.64,831
35850,37615,49174.27,832
30492,23143,49322.9,833
15696,2401,49485.38,834
8378,13839,49511.84,835
7288,13067,49520.0,836
3774,22805,49541.59,837
35850,28155,49653.19,838
11466,3857,49893.61,839
23086,15189,49917.13,840
25774,38019,50035.58,841
24796,29443,50149.17,842
88,23087,50153.08,843
28610,30471,50313.68,844
35850,31905,50316.66,845
19080,24753,50448.47,846
12966,31039,50614.65,847
4444,28055,50634.46,848
41958,40249,50710.33,849
10728,35069,50796.57,850
9482,8137,50841.25,851
9338,16121,50884.64,852
19906,39129,50918.56,853
34846,17175,50960.57,854
18888,42063,51025.0,855
32152,25035,51224.11,856
34872,1993,51289.74,857
17948,31039,51320.77,858
29772,17519,51375.86,859
3816,37651,51437.26,860
23656,2401,51524.35,861
34886,35113,51635.31,862
6610,5649,51637.11,863
41124,29949,51655.8,864
23680,31039,51656.34,865
180,17175,51710.49,866
26972,32621,51718.92,867
30414,22221,51822.46,868
5550,26715,51919.56,869
26808,38997,51934.3,870
16036,33643,51937.91,871
28544,31039,51991.17,872
41936,14279,52014.92,873
16594,14279,52040.59,874
18492,19763,52192.46,875
17556,17267,52232.26,876
1286,26447,52259.98,877
32152,9921,52260.12,878
7004,7009,52321.2,879
23978,2487,52330.31,880
36266,42063,52336.85,881
10786,26305,52389.94,882
27426,23539,52433.62,883
37520,2667,52435.02,884
19946,17753,52498.69,885
16618,2861,52514.25,886
9648,2069,52515.52,887
510,15871,52587.22,888
38546,16581,52630.29,889
7602,4285,52646.08,890
3160,14125,52692.39,891
27062,31839,52741.98,892
4202,21717,52770.82,893
36694,34435,52836.27,894
29984,37655,52953.15,895
22706,22813,52973.61,896
29024,3409,53013.68,897
10424,28705,53025.93,898
19566,21961,53219.53,899
30288,3409,53293.73,900
16980,23529,53330.36,901
5260,8013,53399.01,902
31834,17575,53421.56,903
38696,2401,53485.46,904
13450,31039,53500.88,905
19048,32561,53575.29,906
42104,40969,53615.66,907
36338,22055,53713.29,908
10492,22567,53807.92,909
26402,32793,53822.91,910
23086,27513,53901.35,911
2664,18573,53946.57,912
24886,17175,54009.24,913
3502,21641,54222.1,914
23976,35211,54350.95,915
32152,24949,54408.55,916
40968,22959,54566.54,917
26254,7929,54625.22,918
8196,28207,54635.34,919
19906,6609,54708.82,920
508,29981,54726.12,921
37660,14967,54848.35,922
21102,42063,54871.03,923
18570,17175,54890.07,924
2400,6137,54952.51,925
19204,2993,54955.93,926
25044,33733,55113.84,927
1122,1155,55117.01,928
10866,24909,55230.26,929
15728,33397,55248.52,930
24642,40247,55461.41,931
6656,27263,55483.22,932
19906,21955,55673.86,933
29420,27571,55714.96,934
33044,7925,55732.11,935
8984,8797,55775.62,936
5034,42063,55792.1,937
16480,1599,56223.69,938
19560,34827,56353.8,939
39720,22853,56398.13,940
17266,18423,56490.19,941
27230,22493,56502.37,942
41030,17987,56509.48,943
4656,24207,56541.11,944
2400,29105,56572.34,945
35850,10159,56609.74,946
22546,8965,56690.99,947
23922,397,56816.86,948
23854,22547,56882.6,949
33044,2861,56943.56,950
3832,2401,57025.18,951
4480,11375,57164.37,952
13036,575,57168.61,953
37106,10527,57193.27,954
8100,26093,57347.79,955
28376,18929,57592.0,957
38554,18849,57639.92,958
3260,32759,57655.6,959
39352,14813,57688.5,960
32620,23977,57698.58,961
32620,23977,57698.58,962
10088,7739,57706.21,963
16472,39537,57759.09,964
32196,10345,57790.54,965
19894,10621,57874.56,966
2626,12103,57882.57,967
38696,22547,57902.9,968
18670,11279,57952.16,969
30406,39653,58026.32,970
3562,30221,58044.05,971
11944,28295,58057.7,972
17574,17561,58062.38,973
8158,39813,58065.08,974
7006,11417,58079.48,975
36160,12465,58108.22,976
10276,14127,58178.86,977
39150,42063,58235.48,978
5814,26401,58269.99,979
37354,18407,58305.5,980
17584,14231,58353.7,981
17584,14231,58353.7,982
18502,2065,58397.14,983
17784,20505,58428.71,984
38744,729,58455.83,985
28710,8479,58569.05,986
22546,28111,58621.07,987
26146,2065,58625.84,988
35282,29103,58629.2,989
24636,39821,58687.09,990
40720,22235,58808.16,991
4236,31039,58856.61,992
17668,3355,58873.18,993
2860,35129,58920.13,994
15544,20451,58985.84,995
12730,34553,59045.01,996
22220,29293,59070.47,997
20402,3409,59103.6,998
19716,4065,59124.6,999
4602,2035,59137.07,1000
20998,14489,59149.71,1001
10872,24909,59158.96,1002
41426,16217,59182.94,1003
34874,8435,59239.86,1004
10766,42063,59337.55,1005
3344,23617,59364.96,1006
36334,1579,59381.43,1007
17652,38555,59395.14,1008
39958,24023,59403.31,1009
40122,3561,59441.43,1010
10578,40381,59444.97,1011
19906,20433,59629.54,1012
28404,22851,59738.57,1013
11948,6501,59742.0,1014
15728,22059,59790.36,1015
23774,14265,59856.86,1016
4516,15283,59925.74,1017
10870,31039,59970.28,1018
41242,11375,59999.19,1019
11950,41237,60035.7,1020
2400,36689,60042.53,1021
6176,32797,60059.74,1022
39270,11299,60070.14,1023
23086,24599,60090.76,1024
26156,29367,60104.73,1025
20924,15283,60185.19,1026
42050,7009,60197.53,1027
3812,24017,60230.61,1028
21538,17027,60233.45,1029
2400,14617,60269.35,1030
42050,36665,60299.94,1031
31826,14883,60374.27,1032
11944,28295,60394.58,1033
9040,10385,60470.77,1034
4866,735,60509.15,1035
14620,6893,60542.18,1036
92,6149,60544.81,1037
7848,30961,60558.57,1038
6030,27981,60563.44,1039
27718,24261,60567.85,1040
23528,30975,60623.05,1041
34416,17175,60639.12,1042
6290,10539,60648.35,1043
38710,30137,60651.02,1044
19906,13553,60725.98,1045
38182,12751,60839.97,1046
17572,42063,60902.14,1047
28884,28247,60915.01,1048
39534,27149,60936.68,1049
30372,31039,60974.17,1050
1202,2669,61005.01,1051
2412,17629,61034.91,1052
8760,21207,61044.52,1053
27722,38713,61055.86,1054
37296,38011,61253.29,1055
5676,4921,61306.8,1056
24484,23087,61365.85,1057
18750,24399,61406.07,1058
18264,36195,61406.7,1059
7678,8863,61486.42,1060
10400,41335,61565.83,1061
8736,2653,61588.64,1062
23890,23867,61602.21,1063
42050,4663,61727.36,1064
6398,20813,61757.13,1065
21988,11855,61882.22,1066
6388,14279,61913.54,1067
39134,14881,62045.9,1068
35850,39647,62110.33,1069
18302,23569,62162.95,1070
2120,30621,62217.02,1071
37652,35063,62225.96,1072
19026,20519,62256.98,1073
23454,18883,62300.91,1074
41880,10445,62305.74,1075
39380,16217,62342.61,1076
32152,28533,62474.61,1077
14252,12315,62525.87,1078
34868,23087,62535.24,1079
19206,3869,62590.9,1080
4030,3477,62592.75,1081
25336,23627,62626.35,1082
25132,9161,62656.94,1083
4500,12511,62767.55,1084
