edge_id,node_index,source_node_id,pos_x,pos_y,is_stop_only
E_-10597454#2,151,472442946,6569.61,2232.82,False
S_-10597455#0,152,2110354475,6674.12,2336.49,False
E_-10597455#0,153,975729496,6674.69,2334.34,False
S_-10597455#1,154,cluster_1496557396_699711095,6674.9,2368.46,False
E_-10597455#1,155,2110354475,6674.12,2336.49,False
S_-106083637,156,861273046,5801.5,7636.62,False
E_-106083637,157,1221374623,5794.52,7671.92,False
S_-106294154,158,1223385994,2639.6,6360.58,False
E_-106294154,159,1223385992,2756.33,6312.47,False
S_-107431496#0,160,1312295527,2349.01,4230.21,False
E_-107431496#0,161,1234714136,2413.71,4283.1,False
S_-107431496#1,162,cluster_1079587068_1170943732_1312295571_1664159084_344960362,2164.61,4041.86,False
E_-107431496#1,163,1312295527,2349.01,4230.21,False
S_-107431496#4,164,89173867,2071.94,4001.69,False
E_-107431496#4,165,cluster_1079587068_1170943732_1312295571_1664159084_344960362,2164.61,4041.86,False
S_-108237964#0,166,1427080829,4104.46,7037.79,False
E_-108237964#0,167,1427080838,4093.34,7052.06,False
S_-108237964#1,168,1427080800,4141.97,6982.49,False
E_-108237964#1,169,1427080829,4104.46,7037.79,False
S_-108237964#2,170,1427080793,4155.84,6967.23,False
E_-108237964#2,171,1427080800,4141.97,6982.49,False
S_-108239224#0,172,1840500185,4685.53,6588.47,False
E_-108239224#0,173,cluster_1840500134_497596849,4601.64,6526.63,False
S_-108239224#1,174,cluster_1242194671_6681347650,4760.55,6642.43,False
E_-108239224#1,175,1840500185,4685.53,6588.47,False
S_-108239938,176,1242949433,5610.87,4739.9,False
E_-108239938,177,cluster_1796993069_267286892_7626856595,5584.31,4833.43,False
S_-108240279#0,178,cluster_1242211376_1509832031_1782546507,4921.66,6543.6,False
E_-108240279#0,179,342146149,4920.12,6558.19,False
S_-108240279#1,180,1704092486,4887.1,6545.03,False
E_-108240279#1,181,cluster_1242211376_1509832031_1782546507,4921.66,6543.6,False
S_-108240279#2,182,cluster_1875873944_1875873956_273472399,4844.29,6539.18,False
E_-108240279#2,183,1704092486,4887.1,6545.03,False
S_-1082935356#0,184,100635,4186.84,7393.59,False
E_-1082935356#0,185,100632,4285.06,7331.92,False
S_-1082935356#1,186,100633,4113.77,7439.46,False
E_-1082935356#1,187,100635,4186.84,7393.59,False
S_-1082935357#0,188,100636,4187.06,7317.5,False
E_-1082935357#0,189,100634,4250.27,7278.02,False
S_-1082935357#1,190,100635,4186.84,7393.59,False
E_-1082935357#1,191,100636,4187.06,7317.5,False
S_-108310250,192,267289887,5656.73,4640.2,False
E_-108310250,193,cluster_1833941824_7658158471,5649.8,4646.06,False
S_-108310251,194,1242949435,5633.44,4690.02,False
E_-108310251,195,4959722733,5628.25,4700.7,False
S_-108310252,196,cluster_1833941824_7658158471,5649.8,4646.06,False
E_-108310252,197,1242949435,5633.44,4690.02,False
S_-108310253,198,cluster_267289886_361444651_7658158464,5619.08,4724.97,False
E_-108310253,199,1242949433,5610.87,4739.9,False
S_-1092460667,200,100000,4399.44,7503.21,False
E_-1092460667,201,99999,4440.21,7460.95,False
S_-10941814,202,287149943,9686.37,6177.22,False
E_-10941814,203,17203179,9630.04,6038.2,False
S_-10941825,204,2121444838,8977.94,1451.88,False
E_-10941825,205,92629170,8907.81,1413.63,False
S_-109483355,206,255887508,2911.78,5273.8,False
E_-109483355,207,307445214,2861.74,5276.33,False
S_-11014139#1,208,271683116,6261.61,4923.02,False
E_-11014139#1,209,cluster_2358496785_2358496786_2362441539_2362441541_2362441548_335551657_89129168,6210.06,4876.07,False
S_-110212545,210,1259332726,3495.89,8115.24,False
E_-110212545,211,1259332722,3564.11,8256.4,False
S_-110750652,212,255886902,2047.38,5416.4,False
E_-110750652,213,255897813,1977.3,5382.18,False
S_-111120103,214,1266817153,3624.23,7246.47,False
E_-111120103,215,417067501,3654.73,7244.14,False
S_-111120105#0,216,cluster_1406112715_417067483,4002.09,7237.47,False
E_-111120105#0,217,417067469,3896.18,7263.4,False
S_-112979062,218,1282770585,6903.14,7857.79,False
E_-112979062,219,cluster_1282770676_1407203497,6936.8,7833.3,False
S_-112979065#1,220,1282770564,6909.71,7810.9,False
E_-112979065#1,221,cluster_1282770676_1407203497,6936.8,7833.3,False
S_-112979068,222,360822854,6776.5,8723.95,False
E_-112979068,223,305515090,6724.95,8221.88,False
S_-112979075,224,1282770806,6879.46,7845.73,False
E_-112979075,225,1282770564,6909.71,7810.9,False
S_-112979077,226,473486427,6753.27,7941.1,False
E_-112979077,227,cluster_281437367_470488916_7631216910,6791.92,7903.13,False
S_-112979081,228,1282770563,6759.42,7966.53,False
E_-112979081,229,473486430,6729.07,8013.94,False
S_-112979094#0,230,1282770563,6759.42,7966.53,False
E_-112979094#0,231,473486427,6753.27,7941.1,False
S_-112979094#1,232,281435931,6766.67,7978.41,False
E_-112979094#1,233,1282770563,6759.42,7966.53,False
S_-112979110,234,470488913,6742.08,7909.31,False
E_-112979110,235,cluster_281437367_470488916_7631216910,6791.92,7903.13,False
S_-113796178#0,236,1290118622,3108.19,4315.99,False
E_-113796178#0,237,1290118730,3123.45,4314.26,False
S_-113796178#1,238,1290118632,3084.02,4320.32,False
E_-113796178#1,239,1290118622,3108.19,4315.99,False
S_-113796181#1,240,1290118586,3198.68,4272.44,False
E_-113796181#1,241,cluster_1290118607_2230159495,3198.66,4260.04,False
S_-113796181#2,242,1290118659,3198.78,4287.67,False
E_-113796181#2,243,1290118586,3198.68,4272.44,False
S_-113796181#3,244,1290118745,3199.05,4304.4,False
E_-113796181#3,245,1290118659,3198.78,4287.67,False
S_-113796181#4,246,1290118616,3162.16,4289.06,False
E_-113796181#4,247,1290118745,3199.05,4304.4,False
S_-113796181#5,248,1290118586,3198.68,4272.44,False
E_-113796181#5,249,1290118616,3162.16,4289.06,False
S_-113796182,250,1290118603,2966.27,4406.9,False
E_-113796182,251,255884041,2963.82,4376.11,False
S_-113796184,252,1290118637,3096.74,4438.13,False
E_-113796184,253,1290118742,3099.87,4469.05,False
S_-113796194#0,254,cluster_1290118707_2230159454_2230159577_307620708,3270.99,4257.91,False
E_-113796194#0,255,1290118586,3198.68,4272.44,False
S_-113796195,256,1290118709,3106.78,4297.04,False
E_-113796195,257,1290118622,3108.19,4315.99,False
S_-113796197,258,1290118616,3162.16,4289.06,False
E_-113796197,259,1290118659,3198.78,4287.67,False
S_-113796198,260,1290118668,3098.52,4407.93,False
E_-113796198,261,1290118739,3137.91,4399.86,False
S_-114198606#1,262,cluster_3450556276_3466088120_7625669954_7625669955,10016.77,2604.37,False
E_-114198606#1,263,cluster_3359328497_3450556278_3450556285_3450556995_3466088116_768188545,10042.21,2552.37,False
S_-114325482,264,1295323766,2002.22,5666.17,False
E_-114325482,265,cluster_1295323763_255887237,2065.42,5724.61,False
S_-115082348,266,1261109191,6801.43,5060.32,False
E_-115082348,267,31065768,6771.39,5013.14,False
S_-115082374#0,268,cluster_1434862813_1500083118_292226066,2578.07,5672.24,False
E_-115082374#0,269,1211774688,2561.89,5659.69,False
S_-115881035#0,270,1328156485,7199.94,3710.94,False
E_-115881035#0,271,1307952775,7227.71,3694.63,False
S_-115881035#1,272,1328156475,7164.78,3731.82,False
E_-115881035#1,273,1328156485,7199.94,3710.94,False
S_-115881035#2,274,1328156530,7128.3,3752.78,False
E_-115881035#2,275,1328156475,7164.78,3731.82,False
S_-115881035#3,276,1328156579,7092.62,3773.21,False
E_-115881035#3,277,1328156530,7128.3,3752.78,False
S_-115881035#4,278,1307952731,7054.2,3807.89,False
E_-115881035#4,279,1328156579,7092.62,3773.21,False
S_-115881035#5,280,6292979888,7056.66,3812.23,False
E_-115881035#5,281,1307952731,7054.2,3807.89,False
S_-115881035#6,282,5203101108,7071.13,3837.77,False
E_-115881035#6,283,6292979888,7056.66,3812.23,False
S_-115881035#7,284,cluster_1328156536_6292979893,7095.75,3881.62,False
E_-115881035#7,285,5203101108,7071.13,3837.77,False
S_-115881039,286,cluster_1307952790_4913529889,7342.28,4210.87,False
E_-115881039,287,1307952754,7369.91,4197.04,False
S_-115881041#0,288,cluster_1328156421_6292979892,7248.56,3793.79,False
E_-115881041#0,289,cluster_1307952714_6292979891,7322.58,3751.71,False
S_-115881041#1,290,4566694449,7225.47,3811.44,False
E_-115881041#1,291,cluster_1328156421_6292979892,7248.56,3793.79,False
S_-115881041#2,292,4566694452,7127.49,3868.42,False
E_-115881041#2,293,4566694449,7225.47,3811.44,False
S_-115881041#3,294,cluster_1328156536_6292979893,7095.75,3881.62,False
E_-115881041#3,295,4566694452,7127.49,3868.42,False
S_-115881041#4,296,cluster_1307952767_3797175446_4566694465,7029.09,3928.22,False
E_-115881041#4,297,cluster_1328156536_6292979893,7095.75,3881.62,False
S_-115881043#0,298,cluster_1307952721_4913529885,7308.18,4227.74,False
E_-115881043#0,299,1307952716,7183.68,4289.98,False
S_-115881043#10,300,7283949778,7518.28,4244.01,False
E_-115881043#10,301,7283949780,7507.33,4223.13,False
S_-115881043#11,302,cluster_1307952772_3048861122,7559.82,4347.58,False
E_-115881043#11,303,7283949778,7518.28,4244.01,False
S_-115881043#2,304,cluster_1307952790_4913529889,7342.28,4210.87,False
E_-115881043#2,305,cluster_1307952721_4913529885,7308.18,4227.74,False
S_-115881043#4,306,1307952754,7369.91,4197.04,False
E_-115881043#4,307,cluster_1307952790_4913529889,7342.28,4210.87,False
S_-115881043#5,308,cluster_1307952723_2597081141,7426.34,4171.58,False
E_-115881043#5,309,1307952754,7369.91,4197.04,False
S_-115881043#7,310,1307952732,7449.04,4168.78,False
E_-115881043#7,311,cluster_1307952723_2597081141,7426.34,4171.58,False
S_-115881043#8,312,1307952742,7470.61,4175.96,False
E_-115881043#8,313,1307952732,7449.04,4168.78,False
S_-115881043#9,314,7283949780,7507.33,4223.13,False
E_-115881043#9,315,1307952742,7470.61,4175.96,False
S_-115881046,316,769277614,7366.95,3621.79,False
E_-115881046,317,769277600,7292.5,3696.99,False
S_-115881047,318,1307952746,7319.67,4150.86,False
E_-115881047,319,cluster_1307952721_4913529885,7308.18,4227.74,False
S_-115881048#0,320,1544146612,7484.78,4149.5,False
E_-115881048#0,321,1307952742,7470.61,4175.96,False
S_-115881048#1,322,1307952756,7540.65,4120.09,False
E_-115881048#1,323,1544146612,7484.78,4149.5,False
S_-115881049#0,324,1307952747,7454.68,4040.42,False
E_-115881049#0,325,1544146612,7484.78,4149.5,False
S_-115881049#1,326,1307952762,7436.93,4040.13,False
E_-115881049#1,327,1307952747,7454.68,4040.42,False
S_-115881049#2,328,cluster_1307952723_2597081141,7426.34,4171.58,False
E_-115881049#2,329,1307952762,7436.93,4040.13,False
S_-115881050,330,1307952747,7454.68,4040.42,False
E_-115881050,331,1307952732,7449.04,4168.78,False
S_-116297381,332,1311501589,8313.2,4172.99,False
E_-116297381,333,1311501566,8276.51,3919.63,False
S_-116765451#1,334,2109053612,6519.9,2423.93,False
E_-116765451#1,335,gneJ378,6521.99,2562.46,False
S_-116765451#2,336,gneJ135,6519.3,2405.36,False
E_-116765451#2,337,2109053612,6519.9,2423.93,False
S_-116765457#1,338,31065768,6771.39,5013.14,False
E_-116765457#1,339,cluster_1261109188_7631607547,6768.02,5060.12,False
S_-117070809,340,6681353037,3102.02,6467.65,False
E_-117070809,341,310281913,3277.56,6301.28,False
S_-117560677,342,1324146641,6864.08,5162.52,False
E_-117560677,343,1324146638,6828.72,5196.74,False
S_-118004622,344,1328156579,7092.62,3773.21,False
E_-118004622,345,1328156490,7121.5,3821.15,False
S_-118004624#1,346,1328156485,7199.94,3710.94,False
E_-118004624#1,347,cluster_1328156421_6292979892,7248.56,3793.79,False
S_-118004640#1,348,5814417536,6999.91,3877.06,False
E_-118004640#1,349,gneJ289,6977.38,3837.04,False
S_-118004640#1.47,350,gneJ289,6977.38,3837.04,False
E_-118004640#1.47,351,gneJ286,6964.71,3814.52,False
S_-118004640#2,352,cluster_2775514385_3797175442_7631074660,7003.68,3889.65,False
E_-118004640#2,353,5814417536,6999.91,3877.06,False
S_-118004640#4,354,5814417534,7015.03,3903.55,False
E_-118004640#4,355,cluster_2775514385_3797175442_7631074660,7003.68,3889.65,False
S_-118004640#5,356,cluster_1307952767_3797175446_4566694465,7029.09,3928.22,False
E_-118004640#5,357,5814417534,7015.03,3903.55,False
S_-118004642,358,1328156475,7164.78,3731.82,False
E_-118004642,359,1328156697,7192.36,3779.68,False
S_-118004649,360,1328156530,7128.3,3752.78,False
E_-118004649,361,1328156431,7156.8,3800.66,False
S_-118604348#0,362,2703940993,8317.76,4554.48,False
E_-118604348#0,363,260470951,8275.39,4577.81,False
S_-118604348#1,364,349303319,8348.89,4545.15,False
E_-118604348#1,365,2703940993,8317.76,4554.48,False
S_-118604350,366,1333660328,8214.06,4624.04,False
E_-118604350,367,1333660324,8206.83,4604.57,False
S_-118604351#0,368,3311064212,8160.66,4705.46,False
E_-118604351#0,369,2439881583,8163.19,4712.81,False
S_-118604351#1,370,279263508,8148.45,4670.06,False
E_-118604351#1,371,3311064212,8160.66,4705.46,False
S_-118604351#2,372,5684588321,8088.64,4691.89,False
E_-118604351#2,373,279263508,8148.45,4670.06,False
S_-118604351#3,374,5684588322,8081.49,4694.51,False
E_-118604351#3,375,5684588321,8088.64,4691.89,False
S_-118604351#4,376,279263506,7989.64,4728.4,False
E_-118604351#4,377,5684588322,8081.49,4694.51,False
S_-118604352,378,1333660326,8083.07,4647.87,False
E_-118604352,379,1333660301,8090.04,4666.64,False
S_-118604353,380,1333660309,8194.62,4630.71,False
E_-118604353,381,1333660315,8187.69,4612.05,False
S_-118604354,382,1333660325,8046.37,4681.63,False
E_-118604354,383,1333660276,8039.29,4662.55,False
S_-118604355,384,1333660332,8249.71,4611.8,False
E_-118604355,385,1333660272,8241.93,4590.87,False
S_-118604356,386,1333660333,8229.88,4618.61,False
E_-118604356,387,1333660274,8222.41,4598.49,False
S_-118604357,388,1333660329,8063.43,4675.77,False
E_-118604357,389,1333660270,8056.38,4656.81,False
S_-118604358,390,1333660271,8142.38,4648.98,False
E_-118604358,391,1333660285,8136.34,4630.08,False
S_-118604359,392,1333660275,8126.04,4654.27,False
E_-118604359,393,1333660289,8119.17,4635.77,False
S_-118604360,394,1333660334,8108.28,4660.37,False
E_-118604360,395,1333660310,8101.36,4641.74,False
S_-118604365,396,1333660313,8260.02,4583.81,False
E_-118604365,397,1333660284,8268.07,4605.49,False
S_-118604366,398,1333660311,8176.27,4637.02,False
E_-118604366,399,1333660322,8169.53,4618.9,False
S_-118604367,400,1333660304,8161.06,4642.25,False
E_-118604367,401,1333660314,8154.28,4624.01,False
S_-118607467,402,1333685049,9825.06,4229.93,False
E_-118607467,403,1333685146,9868.45,4307.99,False
S_-118607469#0,404,1333685062,8519.61,4494.86,False
E_-118607469#0,405,349303319,8348.89,4545.15,False
S_-118607469#1,406,1333685099,8805.57,4436.89,False
E_-118607469#1,407,1333685062,8519.61,4494.86,False
S_-118607469#2,408,1333685047,9225.66,4360.23,False
E_-118607469#2,409,1333685099,8805.57,4436.89,False
S_-118607469#3,410,270494133,9418.1,4325.49,False
E_-118607469#3,411,1333685047,9225.66,4360.23,False
S_-118607469#4,412,1333685135,9543.24,4300.37,False
E_-118607469#4,413,270494133,9418.1,4325.49,False
S_-118607471,414,1333685177,9220.56,4330.16,False
E_-118607471,415,1333685047,9225.66,4360.23,False
S_-118607473,416,1333685203,8511.76,4457.82,False
E_-118607473,417,1333685062,8519.61,4494.86,False
S_-118607475#1,418,7504069799,8412.54,4903.82,False
E_-118607475#1,419,cluster_279454862_364155137,8376.63,4592.3,False
S_-118607475#2,420,1333685056,8420.74,5038.94,False
E_-118607475#2,421,7504069799,8412.54,4903.82,False
S_-118607478,422,1333685091,8801.19,4409.47,False
E_-118607478,423,1333685099,8805.57,4436.89,False
S_-118607480,424,1333685109,9538.44,4274.85,False
E_-118607480,425,1333685135,9543.24,4300.37,False
S_-118607482,426,1333685184,9477.78,4402.9,False
E_-118607482,427,270494138,9371.81,4421.55,False
S_-118607484,428,1333685180,9967.4,4432.48,False
E_-118607484,429,1333685211,9946.46,4448.98,False
S_-118607485,430,1333685038,9606.7,4260.53,False
E_-118607485,431,1333685135,9543.24,4300.37,False
S_-118607487#0,432,260470955,7910.2,4713.07,False
E_-118607487#0,433,274526647,7903.95,4726.35,False
S_-118607487#1,434,1333660276,8039.29,4662.55,False
E_-118607487#1,435,260470955,7910.2,4713.07,False
S_-118607487#10,436,1333660315,8187.69,4612.05,False
E_-118607487#10,437,1333660322,8169.53,4618.9,False
S_-118607487#11,438,1333660324,8206.83,4604.57,False
E_-118607487#11,439,1333660315,8187.69,4612.05,False
S_-118607487#12,440,1333660274,8222.41,4598.49,False
E_-118607487#12,441,1333660324,8206.83,4604.57,False
S_-118607487#13,442,1333660272,8241.93,4590.87,False
E_-118607487#13,443,1333660274,8222.41,4598.49,False
S_-118607487#14,444,1333660313,8260.02,4583.81,False
E_-118607487#14,445,1333660272,8241.93,4590.87,False
S_-118607487#15,446,260470951,8275.39,4577.81,False
E_-118607487#15,447,1333660313,8260.02,4583.81,False
S_-118607487#2,448,1333660270,8056.38,4656.81,False
E_-118607487#2,449,1333660276,8039.29,4662.55,False
S_-118607487#3,450,279299068,8070.0,4652.04,False
E_-118607487#3,451,1333660270,8056.38,4656.81,False
S_-118607487#4,452,1333660326,8083.07,4647.87,False
E_-118607487#4,453,279299068,8070.0,4652.04,False
S_-118607487#5,454,1333660310,8101.36,4641.74,False
E_-118607487#5,455,1333660326,8083.07,4647.87,False
S_-118607487#6,456,1333660289,8119.17,4635.77,False
E_-118607487#6,457,1333660310,8101.36,4641.74,False
S_-118607487#7,458,1333660285,8136.34,4630.08,False
E_-118607487#7,459,1333660289,8119.17,4635.77,False
S_-118607487#8,460,1333660314,8154.28,4624.01,False
E_-118607487#8,461,1333660285,8136.34,4630.08,False
S_-118607487#9,462,1333660322,8169.53,4618.9,False
E_-118607487#9,463,1333660314,8154.28,4624.01,False
S_-118607492,464,270494144,9148.43,4904.09,False
E_-118607492,465,270494140,9143.13,4783.93,False
S_-118607497#0,466,270494134,9396.72,4384.03,False
E_-118607497#0,467,270494132,9402.24,4375.78,False
S_-118607504#4,468,270494134,9396.72,4384.03,False
E_-118607504#4,469,1333685154,9870.31,4312.06,False
S_-118607504#5,470,270494145,9263.12,4411.35,False
E_-118607504#5,471,270494134,9396.72,4384.03,False
S_-118607504#6,472,1333685166,9138.29,4429.91,False
E_-118607504#6,473,270494145,9263.12,4411.35,False
S_-118607504#7,474,1693526352,9131.03,4430.96,False
E_-118607504#7,475,1333685166,9138.29,4429.91,False
S_-118607504#8,476,cluster_279454862_364155137,8376.63,4592.3,False
E_-118607504#8,477,1693526352,9131.03,4430.96,False
S_-118619445#0,478,1333774059,10738.41,3624.54,False
E_-118619445#0,479,539912504,10739.68,3628.84,False
S_-118619445#1,480,1333774088,10731.04,3599.96,False
