request_id,rq_type,number_passenger,rq_time,earliest_pickup_time,start,end,pickup_location,dropoff_location,access_time,egress_time,direct_route_travel_time,direct_route_distance,offers,decision_time,chosen_operator_id,operator_id,vehicle_id,pickup_time,dropoff_time,fare,modal_state
240,BasicRequest,1,26970.0,26970.0,32152;-1;-1,14719;-1;-1,,,,,314.05285613718604,9934.63,0:t_wait:143.91299997572423;t_drive:344.0528561371866;fare:0,,,0,23,27191,28740,0,0
249,BasicRequest,1,27638.0,27638.0,3266;-1;-1,23729;-1;-1,,,,,421.91775266080094,5442.15,0:t_wait:48.57179612681284;t_drive:451.91775266080003;fare:0,,,0,1,27727,29289,0,0
230,BasicRequest,1,25675.0,25675.0,15534;-1;-1,27399;-1;-1,,,,,672.6519585688707,9367.189999999999,0:t_wait:102.99374808471475;t_drive:702.6519585688693;fare:0,,,0,2,26029,29368,0,0
261,BasicRequest,1,28919.0,28919.0,34962;-1;-1,13647;-1;-1,,,,,111.54519451393527,1497.5100000000002,0:t_wait:78.55437112769505;t_drive:141.5451945139357;fare:0,,,0,12,29056,29430,0,0
272,BasicRequest,1,29480.0,29480.0,20434;-1;-1,27179;-1;-1,,,,,811.4534681171715,10060.609999999997,0:,,,,,,,,0
260,BasicRequest,1,28884.0,28884.0,40664;-1;-1,40151;-1;-1,,,,,75.14571582474841,813.8599999999999,0:t_wait:286.1287463898334;t_drive:105.14571582474673;fare:0,,,0,24,29469,29748,0,0
258,BasicRequest,1,28452.0,28452.0,2282;-1;-1,4653;-1;-1,,,,,39.734881748898886,356.04999999999995,0:t_wait:438.8383590580743;t_drive:69.73488174890008;fare:0,,,0,14,29652,29782,0,0
287,BasicRequest,1,29905.0,29905.0,3626;-1;-1,26545;-1;-1,,,,,37.27585356904854,282.46,0:,,,,,,,,0
288,BasicRequest,1,29914.0,29914.0,11554;-1;-1,37291;-1;-1,,,,,38.35471536377809,392.8,0:,,,,,,,,0
289,BasicRequest,1,29938.0,29938.0,19544;-1;-1,28517;-1;-1,,,,,147.82757876970416,1398.46,0:,,,,,,,,0
290,BasicRequest,1,29951.0,29951.0,28214;-1;-1,23087;-1;-1,,,,,186.46197289209778,2744.7900000000004,0:,,,,,,,,0
265,BasicRequest,1,29085.0,29085.0,29914;-1;-1,93;-1;-1,,,,,118.61234903240785,1263.02,0:t_wait:222.96223927985193;t_drive:148.6123490324062;fare:0,,,0,12,29646,30014,0,0
291,BasicRequest,1,30033.0,30033.0,23776;-1;-1,13883;-1;-1,,,,,652.0731696251061,8823.230000000001,0:,,,,,,,,0
255,BasicRequest,1,28268.0,28268.0,21748;-1;-1,14277;-1;-1,,,,,356.54245199952345,4718.849999999999,0:t_wait:22.693702057793416;t_drive:386.5424519995249;fare:0,,,0,11,28386,30033,0,0
253,BasicRequest,1,28205.0,28205.0,36560;-1;-1,16377;-1;-1,,,,,578.6141378131902,7763.289999999996,0:t_wait:302.57829030892754;t_drive:608.6141378131906;fare:0,,,0,4,28587,30101,0,0
250,BasicRequest,1,27700.0,27700.0,5240;-1;-1,38437;-1;-1,,,,,587.0289923483194,9096.21,0:t_wait:112.60313558157213;t_drive:656.8496541773893;fare:0,,,0,20,28040,30134,0,0
293,BasicRequest,1,30204.0,30204.0,39758;-1;-1,42063;-1;-1,,,,,146.48154264424977,1453.71,0:,,,,,,,,0
296,BasicRequest,1,30286.0,30286.0,19906;-1;-1,6641;-1;-1,,,,,524.3313995134208,9350.189999999999,0:,,,,,,,,0
297,BasicRequest,1,30294.0,30294.0,32194;-1;-1,36117;-1;-1,,,,,392.81239016323707,6518.909999999998,0:,,,,,,,,0
298,BasicRequest,1,30309.0,30309.0,24842;-1;-1,15705;-1;-1,,,,,211.11302966266294,2886.53,0:,,,,,,,,0
259,BasicRequest,1,28806.0,28806.0,38358;-1;-1,23833;-1;-1,,,,,469.6748100943331,6423.21,0:t_wait:172.71064177337394;t_drive:499.6748100943332;fare:0,,,0,24,29186,30330,0,0
254,BasicRequest,1,28214.0,28214.0,24024;-1;-1,31039;-1;-1,,,,,494.8957288204888,9085.82,0:t_wait:227.4285014672787;t_drive:524.8957288204874;fare:0,,,0,14,28638,30335,0,0
301,BasicRequest,1,30367.0,30367.0,662;-1;-1,6769;-1;-1,,,,,823.1453055759301,10326.819999999996,0:,,,,,,,,0
268,BasicRequest,1,29246.0,29246.0,2860;-1;-1,3903;-1;-1,,,,,166.170441997341,2425.61,0:t_wait:294.432740184875;t_drive:196.17044199733937;fare:0,,,0,18,30088,30384,0,0
303,BasicRequest,1,30414.0,30414.0,94;-1;-1,33631;-1;-1,,,,,65.16279427537754,867.96,0:,,,,,,,,0
304,BasicRequest,1,30441.0,30441.0,8024;-1;-1,2401;-1;-1,,,,,620.0911960965961,9402.920000000002,0:,,,,,,,,0
237,BasicRequest,1,26881.0,26881.0,39270;-1;-1,10169;-1;-1,,,,,577.1914637267951,9177.38,0:t_wait:227.40895330095736;t_drive:607.1914637267946;fare:0,,,0,16,27186,30478,0,0
305,BasicRequest,1,30492.0,30492.0,3558;-1;-1,5869;-1;-1,,,,,214.3050807733942,2845.56,0:,,,,,,,,0
248,BasicRequest,1,27535.0,27535.0,12936;-1;-1,2401;-1;-1,,,,,564.505557634044,8310.3,0:t_wait:89.92319017356203;t_drive:594.5055576340455;fare:0,,,0,20,28375,30499,0,0
239,BasicRequest,1,26968.0,26968.0,24016;-1;-1,31039;-1;-1,,,,,493.78241946797084,9079.630000000001,0:t_wait:153.23381083095228;t_drive:523.7824194679706;fare:0,,,0,7,27286,30510,0,0
275,BasicRequest,1,29556.0,29556.0,12322;-1;-1,14845;-1;-1,,,,,117.8630405998035,1162.86,0:t_wait:247.84522121358532;t_drive:147.86304059980466;fare:0,,,0,12,30130,30575,0,0
310,BasicRequest,1,30818.0,30818.0,3418;-1;-1,29971;-1;-1,,,,,182.63396816337195,2928.6400000000003,0:,,,,,,,,0
311,BasicRequest,1,30835.0,30835.0,6284;-1;-1,39513;-1;-1,,,,,710.3713518524321,8578.630000000001,0:,,,,,,,,0
312,BasicRequest,1,30839.0,30839.0,12096;-1;-1,31485;-1;-1,,,,,84.63837769208092,1044.27,0:,,,,,,,,0
313,BasicRequest,1,30850.0,30850.0,26180;-1;-1,25339;-1;-1,,,,,51.036582891465706,351.75,0:,,,,,,,,0
314,BasicRequest,1,30861.0,30861.0,36914;-1;-1,15905;-1;-1,,,,,152.027819405523,2112.9,0:,,,,,,,,0
284,BasicRequest,1,29802.0,29802.0,33628;-1;-1,17775;-1;-1,,,,,133.31151202187294,1430.4700000000003,0:t_wait:256.1699924702334;t_drive:163.31151202187175;fare:0,,,0,15,30204,30866,0,0
315,BasicRequest,1,30876.0,30876.0,21498;-1;-1,20435;-1;-1,,,,,580.0761714602401,5539.950000000001,0:,,,,,,,,0
317,BasicRequest,1,30945.0,30945.0,11948;-1;-1,14565;-1;-1,,,,,250.66008850360228,2656.499999999999,0:,,,,,,,,0
318,BasicRequest,1,30947.0,30947.0,36738;-1;-1,16435;-1;-1,,,,,323.6573928761959,4471.6,0:,,,,,,,,0
269,BasicRequest,1,29327.0,29327.0,37334;-1;-1,31199;-1;-1,,,,,298.6859197642366,3725.4700000000007,0:t_wait:330.7193979687436;t_drive:328.68591976423704;fare:0,,,0,19,29884,30998,0,0
319,BasicRequest,1,31048.0,31048.0,19906;-1;-1,269;-1;-1,,,,,470.730993445187,8760.02,0:,,,,,,,,0
320,BasicRequest,1,31084.0,31084.0,32152;-1;-1,9011;-1;-1,,,,,138.9412040540516,5603.08,0:,,,,,,,,0
283,BasicRequest,1,29796.0,29796.0,20850;-1;-1,33219;-1;-1,,,,,152.18751129882412,1314.01,0:t_wait:447.8898780034615;t_drive:182.18751129882367;fare:0,,,0,8,30868,31102,0,0
323,BasicRequest,1,31304.0,31304.0,22546;-1;-1,2651;-1;-1,,,,,598.1259776410814,8368.66,0:,,,,,,,,0
329,BasicRequest,1,31453.0,31453.0,19906;-1;-1,29717;-1;-1,,,,,191.44574850766145,6510.529999999999,0:,,,,,,,,0
331,BasicRequest,1,31527.0,31527.0,22546;-1;-1,21127;-1;-1,,,,,151.21292398604976,2287.4000000000005,0:,,,,,,,,0
332,BasicRequest,1,31619.0,31619.0,7908;-1;-1,14535;-1;-1,,,,,195.18662127747132,2359.15,0:,,,,,,,,0
333,BasicRequest,1,31627.0,31627.0,41404;-1;-1,9081;-1;-1,,,,,117.78281074848945,1449.82,0:,,,,,,,,0
334,BasicRequest,1,31636.0,31636.0,39136;-1;-1,8137;-1;-1,,,,,130.1577276683472,1530.8000000000002,0:,,,,,,,,0
335,BasicRequest,1,31645.0,31645.0,17924;-1;-1,33895;-1;-1,,,,,477.24218610327426,6277.649999999999,0:,,,,,,,,0
276,BasicRequest,1,29583.0,29583.0,1572;-1;-1,22813;-1;-1,,,,,343.0230815588999,4647.42,0:t_wait:554.5117683075987;t_drive:373.0230815588984;fare:0,,,0,12,30903,31652,0,0
336,BasicRequest,1,31665.0,31665.0,3408;-1;-1,41349;-1;-1,,,,,474.3030295735923,7268.65,0:,,,,,,,,0
339,BasicRequest,1,31772.0,31772.0,15470;-1;-1,3651;-1;-1,,,,,204.49032530021816,2486.7799999999997,0:,,,,,,,,0
340,BasicRequest,1,31784.0,31784.0,3602;-1;-1,5977;-1;-1,,,,,76.05184491715482,919.02,0:,,,,,,,,0
341,BasicRequest,1,31810.0,31810.0,24976;-1;-1,28409;-1;-1,,,,,108.19152323203781,1307.23,0:,,,,,,,,0
280,BasicRequest,1,29740.0,29740.0,39002;-1;-1,18341;-1;-1,,,,,171.78579771172264,2061.01,0:t_wait:582.4885391938442;t_drive:201.78579771172372;fare:0,,,0,19,31435,31836,0,0
308,BasicRequest,1,30797.0,30797.0,39270;-1;-1,40649;-1;-1,,,,,273.01729676816115,2964.13,0:t_wait:280.09165782965647;t_drive:303.01729676816103;fare:0,,,0,20,31447,31887,0,0
342,BasicRequest,1,31901.0,31901.0,3702;-1;-1,23517;-1;-1,,,,,115.66954360432297,1211.02,0:,,,,,,,,0
282,BasicRequest,1,29761.0,29761.0,30420;-1;-1,22837;-1;-1,,,,,156.94932505376252,1498.67,0:t_wait:359.32331031764625;t_drive:186.94932505376346;fare:0,,,0,15,31273,31918,0,0
302,BasicRequest,1,30380.0,30380.0,21670;-1;-1,31039;-1;-1,,,,,339.70321197529915,8559.499999999995,0:t_wait:386.60838721964683;t_drive:369.7032119752985;fare:0,,,0,24,31229,31921,0,0
343,BasicRequest,1,31943.0,31943.0,41452;-1;-1,39109;-1;-1,,,,,806.6158189370532,9596.070000000002,0:,,,,,,,,0
345,BasicRequest,1,32025.0,32025.0,25656;-1;-1,13657;-1;-1,,,,,120.91158563430034,1377.02,0:,,,,,,,,0
346,BasicRequest,1,32032.0,32032.0,35850;-1;-1,29577;-1;-1,,,,,573.1998558521955,8512.89,0:,,,,,,,,0
321,BasicRequest,1,31117.0,31117.0,11422;-1;-1,8137;-1;-1,,,,,88.50028906010559,1008.72,0:t_wait:340.6541895078517;t_drive:118.5002890601063;fare:0,,,0,8,31840,32100,0,0
347,BasicRequest,1,32149.0,32149.0,33102;-1;-1,14927;-1;-1,,,,,36.59182733179976,273.97,0:,,,,,,,,0
348,BasicRequest,1,32163.0,32163.0,12968;-1;-1,20535;-1;-1,,,,,639.402594056208,8888.65,0:,,,,,,,,0
285,BasicRequest,1,29884.0,29884.0,37328;-1;-1,38713;-1;-1,,,,,496.13012162954124,8460.629999999997,0:t_wait:234.7750516649321;t_drive:526.1301216295396;fare:0,,,0,2,31212,32248,0,0
349,BasicRequest,1,32255.0,32255.0,14880;-1;-1,31781;-1;-1,,,,,737.4675609062492,9444.179999999997,0:,,,,,,,,0
350,BasicRequest,1,32263.0,32263.0,650;-1;-1,3723;-1;-1,,,,,625.9767572597664,5661.419999999999,0:,,,,,,,,0
352,BasicRequest,1,32284.0,32284.0,19906;-1;-1,10477;-1;-1,,,,,451.3998056956026,8424.77,0:,,,,,,,,0
353,BasicRequest,1,32297.0,32297.0,39520;-1;-1,22187;-1;-1,,,,,101.3623029754811,1211.02,0:,,,,,,,,0
306,BasicRequest,1,30558.0,30558.0,32560;-1;-1,32493;-1;-1,,,,,194.70864803804892,2346.06,0:t_wait:223.86146310240656;t_drive:224.70864803804943;fare:0,,,0,16,32018,32323,0,0
354,BasicRequest,1,32344.0,32344.0,30346;-1;-1,23947;-1;-1,,,,,168.27781839929594,1872.8100000000002,0:,,,,,,,,0
270,BasicRequest,1,29334.0,29334.0,35850;-1;-1,29577;-1;-1,,,,,573.1998558521955,8512.89,0:t_wait:537.7772661362542;t_drive:603.1998558521955;fare:0,,,0,18,30474,32363,0,0
355,BasicRequest,1,32387.0,32387.0,17228;-1;-1,28839;-1;-1,,,,,62.70915751200336,750.4100000000001,0:,,,,,,,,0
325,BasicRequest,1,31366.0,31366.0,8136;-1;-1,29499;-1;-1,,,,,102.5303715205491,1295.27,0:t_wait:318.6359256112846;t_drive:162.53037152055185;fare:0,,,0,8,32061,32388,0,0
